player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
bo-levi-mitchell,Bo Levi Mitchell,QB,,0.0,,,0.0,219.0,,,,,0.0,11.0,
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,0.0,16.0,2.0,0.0,110.0,
cgy-dst,CGY DST,DST,,,0.0,,,,35.0,,,,,,0.0
cgy-qb,CGY QB,QB,,3.0,,,0.0,256.0,,,,,,,
dalton-schoen,Dalton SCHOEN,WR,,,,,,,,2.0,80.0,4.0,,,
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,,0.0,46.0,3.0,,,
ka39deem-carey,Ka&#39;Deem Carey,RB,,,,,,,,0.0,32.0,4.0,2.0,92.0,
kamar-jorden,Kamar Jorden,WR,,,,,,,,0.0,43.0,6.0,,,
luther-hakunavanhu,Luther HAKUNAVANHU,WR,,,,,,,,0.0,8.0,1.0,,,
malik-henry,Malik Henry,WR,,,,,,,,0.0,55.0,4.0,0.0,9.0,
marc-liegghio,Marc LIEGGHIO,K,52.0,,,0.0,,,,,,,,,
nic-demski,Nic DEMSKI,WR,,,,,,,,2.0,69.0,7.0,,,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,0.0,55.0,5.0,,,
reggie-begelton,Reggie BEGELTON,WR,,,,,,,,0.0,74.0,5.0,,,
rene-paredes,René PAREDES,K,187.0,,,0.0,,,,,,,,,
wpg-dst,WPG DST,DST,,,0.0,,,,28.0,,,,,,0.0
wpg-qb,WPG QB,QB,,0.0,,,0.0,0.0,,,,,,,
zach-collaros,Zach COLLAROS,QB,,0.0,,,4.0,270.0,,,,,0.0,9.0,
