player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-peterschmidt,Aaron Peterschmidt,P,1.0,1.0,4.0,5.0,,,,,2.0,5.0,,13.0,76.0
austin-kelly,Austin Kelly,P,1.0,,14.0,18.0,,1.0,1.0,,1.0,19.0,1.0,126.0,116.0
ben-ashton,Ben Ashton,P,,,7.0,6.0,,,1.0,,,7.0,,51.0,1.0
brian-stout,Brian Stout,P,,,1.0,1.0,,,,,1.0,1.0,,63.0,-8.0
chad-yorgason,Chad Yorgason,P,1.0,,7.0,6.0,,,1.0,,,7.0,,8.0,94.0
devon-terry,Devon Terry,P,,,4.0,4.0,,1.0,,,,4.0,,34.0,-13.0
elijah-jaime,Elijah Jaime,P,1.0,,8.0,6.0,,1.0,1.0,1.0,,7.0,1.0,42.0,100.0
eugene-lheureux,Eugene L\'Heureux,P,4.0,,13.0,15.0,,,,,10.0,16.0,1.0,36.0,249.0
everett-saunders,Everett Saunders,P,2.0,1.0,11.0,13.0,,,1.0,,4.0,13.0,1.0,4.0,61.0
grant-lindsley,Grant Lindsley,P,3.0,,23.0,23.0,,,4.0,,,24.0,,134.0,282.0
ian-sweeney,Ian Sweeney,P,6.0,,42.0,54.0,,,2.0,3.0,1.0,57.0,3.0,-9.0,616.0
jared-johnson,JARED JOHNSON,RB/FB/OT/WR/P,,1.0,25.0,28.0,,1.0,1.0,,,28.0,,65.0,181.0
jace-duennebeil,Jace Duennebeil,P,1.0,,12.0,8.0,,5.0,2.0,,,8.0,,241.0,41.0
jacob-miller,Jacob Miller,P,3.0,,26.0,26.0,,4.0,3.0,,,26.0,,240.0,223.0
jensen-wells,Jensen Wells,P,,,1.0,1.0,,,1.0,,,1.0,1.0,26.0,3.0
jon-snyder,Jon Snyder,P,1.0,,30.0,29.0,1.0,3.0,2.0,1.0,,31.0,1.0,145.0,139.0
jonathan-lee,Jonathan Lee,P,1.0,,7.0,8.0,,,1.0,,,9.0,,50.0,58.0
jonny-hoffman,Jonny Hoffman,P,,,2.0,3.0,,,,,,3.0,,13.0,27.0
jordan-kerr,Jordan Kerr,P,2.0,,19.0,15.0,,2.0,2.0,,,17.0,1.0,266.0,135.0
joshua-moore,Joshua Moore,WR/P,,,4.0,2.0,,2.0,1.0,,1.0,2.0,,46.0,
kyle-hancock,Kyle Hancock,P,1.0,,3.0,3.0,,,,,,3.0,,-6.0,15.0
kyle-weinberg,Kyle Weinberg,P,,2.0,5.0,3.0,,1.0,,,3.0,4.0,1.0,45.0,-29.0
landon-lavoie,Landon Lavoie,P,1.0,1.0,1.0,3.0,,,,,10.0,4.0,1.0,4.0,7.0
leandro-marx,Leandro Marx,P,2.0,,28.0,25.0,1.0,4.0,4.0,1.0,,26.0,1.0,288.0,93.0
luke-yorgason,Luke Yorgason,P,1.0,,22.0,30.0,1.0,1.0,,,,33.0,3.0,81.0,344.0
mckay-yorgason,McKay Yorgason,P,1.0,1.0,2.0,3.0,,,,,,3.0,1.0,-14.0,23.0
nathan-huff,Nathan Huff,P,,1.0,4.0,7.0,,,,,,7.0,,18.0,-14.0
patrick-buermeyer,Patrick Buermeyer,P,,,1.0,,,,,,1.0,,,,
quinn-buermeyer,Quinn Buermeyer,P,1.0,1.0,12.0,11.0,1.0,1.0,,,,12.0,1.0,108.0,6.0
raphy-hayes,Raphy Hayes,P,1.0,1.0,33.0,28.0,,2.0,4.0,1.0,,31.0,3.0,349.0,140.0
ryan-wolfe,Ryan Wolfe,P,,,1.0,,,1.0,,,,,,12.0,
sam-franer,Sam Franer,P,3.0,,24.0,22.0,1.0,1.0,1.0,1.0,,22.0,,181.0,142.0
scott-radlauer,Scott Radlauer,P,,,2.0,2.0,,1.0,,,3.0,2.0,,40.0,13.0
sean-connole,Sean Connole,P,3.0,,19.0,18.0,,2.0,2.0,2.0,,20.0,2.0,148.0,137.0
simon-dastrup,Simon Dastrup,P,,1.0,1.0,1.0,,1.0,,,,1.0,,4.0,
tom-doi,Tom Doi,P,1.0,,18.0,11.0,,3.0,,,,15.0,3.0,179.0,62.0
will-selfridge,Will Selfridge,P,1.0,,14.0,15.0,,3.0,2.0,,,15.0,,95.0,34.0
zach-burnside,Zach Burnside,P,,,6.0,4.0,,2.0,,,,4.0,,100.0,-9.0
