player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
eunji-gim,Eunji Gim,,0.0,1.0,1.0,3.0,8.0
fay-henderson,Fay Henderson,,1.0,1.0,0.0,8.0,3.0
hailey-duff,Hailey Duff,,1.0,1.0,0.0,8.0,3.0
katie-mcmillan,Katie McMillan,,1.0,1.0,0.0,8.0,3.0
laura-watt,Laura Watt,,1.0,1.0,0.0,8.0,3.0
lisa-davie,Lisa Davie,,1.0,1.0,0.0,8.0,3.0
minji-kim,Minji Kim,,0.0,1.0,1.0,3.0,8.0
sujii-kim,Sujii Kim,,0.0,1.0,1.0,3.0,8.0
yeeun-seol,Yeeun Seol,,0.0,1.0,1.0,3.0,8.0
yeji-seol,Yeji Seol,,0.0,1.0,1.0,3.0,8.0
