player_id,player_name,positions,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
amir-johnson,Amir Johnson,P,2.0,0.0,0.0,0.0,0.0,4.0,0.0
david-hawkins,David Hawkins,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
earl-clark,Earl Clark,P,8.0,2.0,0.0,2.0,3.0,8.0,0.0
elijah-stewart,Elijah Stewart,P,1.0,1.0,0.0,0.0,1.0,6.0,1.0
isaiah-austin,Isaiah Austin,P,4.0,0.0,0.0,0.0,3.0,1.0,0.0
isaiah-briscoe,Isaiah Briscoe,P,9.0,3.0,0.0,4.0,0.0,6.0,1.0
james-white,James White,P,1.0,0.0,0.0,1.0,1.0,5.0,0.0
keith-benson,Keith Benson,P,2.0,0.0,0.0,1.0,1.0,3.0,0.0
nick-young,Nick Young,P,0.0,0.0,0.0,0.0,1.0,3.0,0.0
sek-henry,Sek Henry,P,7.0,3.0,0.0,0.0,0.0,1.0,2.0
