player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
aaron-adeoye,Aaron Adeoye,DL/DB/DE,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
akrum-wadley,Akrum Wadley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,29.0,3.0,3.0,0.0,9.0,,3.0,
antonio-simmons,Antonio Simmons,DB/DE,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
beniquez-brown,Beniquez Brown,LB/DB,2.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,10.0,,
bradley-sylve,Bradley Sylve,DB/CB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
brandon-watts,Brandon Watts,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
bug-howard,Bug Howard,TE/WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,2.0,,,,,4.0,
cameron-nizialek,Cameron Nizialek,P,,,,,,,,,,,,,,,,,,,,,,,,51.3,65.0,0.0,154.0,3.0,0.0,1.0,,,,,,,,,
carlos-merritt,Carlos Merritt,DB,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,10.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,
casey-sayles,Casey Sayles,DT/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
charles-standberry,Charles Standberry,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,1.0,,,,,2.0,
chase-farris,Chase Farris,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
colton-schmidt,Colton Schmidt,DB,,,,,,,,,,,,,,,,,,,,,,,,49.2,57.0,1.0,246.0,5.0,0.0,3.0,,,,,,,,,
damian-swann,Damian Swann,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
david-dean,David Dean,DT/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
devozea-felton,DeVozea Felton,WR,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,5.0,1.0,1.0,0.0,2.0,1.0,3.0,
denard-robinson,Denard Robinson,RB,1.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,-2.0,2.0,3.0,0.0,7.0,0.0,3.0,
devin-taylor,Devin Taylor,DB,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
donatello-brown,Donatello Brown,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
ed-reynolds,Ed Reynolds,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
elijah-campbell,Elijah Campbell,S/DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,5.0,,
ervin-phillips,Ervin Phillips,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,2.0,1.0,0.0,-6.0,,3.0,
ike-spearman,Ike Spearman,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
jt-jones,J.T. Jones,DL/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
jack-tocho,Jack Tocho,DB/SAF,3.0,,,,,,,,,,,,,-2.0,-2.0,0.0,-2.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,
jamar-summers,Jamar Summers,DB/CB,0.0,,,,,,,,,,,,,10.0,10.0,0.0,10.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,
james-quick,James Quick,WR,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,,,,,,,,0.0,29.0,4.0,,,,,8.0,
jeff-luc,Jeff Luc,DL/DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
jeremy-faulk,Jeremy Faulk,DL/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
joe-powell,Joe Powell,LB/DB/SAF,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
johnny-maxey-jr,Johnny Maxey Jr.,DL/DB/DE,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
jonathan-massaquoi,Jonathan Massaquoi,DL/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
keshun-freeman,KeShun Freeman,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
keith-towbridge,Keith Towbridge,WR,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,21.0,3.0,,,,1.0,6.0,
khalil-bass,Khalil Bass,LB/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
ldamian-washington,L\'Damian Washington,WR,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,28.0,3.0,,,,,5.0,
ladarius-perkins,LaDarius Perkins,RB/WR,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,8.0,0.0,26.0,,,
