player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
alexander-qvist,Alexander Qvist,,1.0,1.0,0.0,8.0,7.0
calan-macisaac,Calan Macisaac,,0.0,1.0,1.0,7.0,8.0
christopher-mccurdy,Christopher McCurdy,,0.0,1.0,1.0,7.0,8.0
jacob-schmidt,Jacob Schmidt,,1.0,1.0,0.0,8.0,7.0
jonathan-vilandt,Jonathan Vilandt,,1.0,1.0,0.0,8.0,7.0
kasper-jurlander-boege,Kasper Jurlander Boege,,1.0,1.0,0.0,8.0,7.0
nathan-gray,Nathan Gray,,0.0,1.0,1.0,7.0,8.0
nicholas-mosher,Nicholas Mosher,,0.0,1.0,1.0,7.0,8.0
nikki-jensen,Nikki Jensen,,1.0,1.0,0.0,8.0,7.0
owain-fisher,Owain Fisher,,0.0,1.0,1.0,7.0,8.0
