player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-desai,A Desai,,,,,,,,24.0,0.0,0.0,54.0,1.0,3.0,,1.0
ad-russell,AD Russell,,39.0,6.0,1.0,3.0,65.0,4.0,24.0,0.0,0.0,29.0,1.0,0.0,1.0,1.0
ads-fletcher,ADS Fletcher,,23.0,4.0,0.0,2.0,26.0,0.0,,,,,,,1.0,1.0
aaron-jones,Aaron Jones,RB,38.0,10.0,0.0,2.0,73.0,2.0,,,,,,,,1.0
ali-khan,Ali Khan,,,,,,,,24.0,0.0,0.0,46.0,0.0,4.0,,1.0
ali-sheikh,Ali Sheikh,,,,,,,,,,,,,,1.0,1.0
h-klaasen,H Klaasen,,3.0,1.0,0.0,4.0,5.0,0.0,,,,,,,1.0,1.0
harmeet-singh-2,Harmeet Singh (2),,,,,,,,24.0,0.0,0.0,17.0,1.0,0.0,,1.0
jo-holder,JO Holder,,,,,,,,24.0,0.0,0.0,36.0,2.0,1.0,1.0,1.0
jasdeep-singh,Jasdeep Singh,,,,,,,,24.0,0.0,1.0,57.0,0.0,1.0,,1.0
josh-brown,Josh Brown,,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
kr-mayers,KR Mayers,,12.0,1.0,1.0,7.0,9.0,0.0,24.0,0.0,0.0,42.0,0.0,3.0,1.0,1.0
r-powell,R Powell,,21.0,2.0,1.0,6.0,43.0,4.0,,,,,,,1.0,1.0
sc-van-schalkwyk,SC van Schalkwyk,,,,,,,,23.0,0.0,0.0,55.0,0.0,1.0,1.0,1.0
se-rutherford,SE Rutherford,,4.0,1.0,0.0,4.0,5.0,0.0,,,,,,,,1.0
so-hetmyer,SO Hetmyer,,26.0,4.0,1.0,5.0,64.0,6.0,,,,,,,,1.0
saif-badar,Saif Badar,,21.0,2.0,0.0,5.0,41.0,4.0,,,,,,,,1.0
shayan-jahangir,Shayan Jahangir,,31.0,2.0,0.0,3.0,43.0,3.0,,,,,,,,1.0
sikandar-raza,Sikandar Raza,,7.0,0.0,0.0,6.0,4.0,0.0,,,,,,,,1.0
t-sangha,T Sangha,,,,,,,,24.0,0.0,0.0,39.0,2.0,0.0,,1.0
ubt-chand,UBT Chand,,13.0,1.0,0.0,1.0,11.0,0.0,,,,,,,,1.0
waqar-salamkheil,Waqar Salamkheil,,,,,,,,24.0,0.0,0.0,29.0,2.0,0.0,,1.0
