player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
adam-bighill,Adam Bighill,LB,,,,0.0,,,,,,,,,,0.0,5.0
anthony-bennett,Anthony Bennett,DE,,,,0.0,,,,,,,,,,0.0,1.0
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,,0.0,19.0,2.0,0.0,80.0,,
branden-dozier,Branden Dozier,DB,,,,0.0,,,,,,,,,,0.0,6.0
brandon-alexander,Brandon Alexander,DB,,,,0.0,,,,,,,,,,0.0,2.0
cgy-dst,CGY DST,DST,,,,,,,,19.0,,,,,,4.0,
cgy-k,CGY K,K,,214.0,,,2.0,,,,,,,,,,
cgy-qb,CGY QB,QB,,,1.0,,,,190.0,,,,,,8.0,,
cameron-judge,Cameron Judge,LB,,,,0.0,,,,,,,,,,0.0,8.0
charlie-moore,Charlie Moore,LB,,,,0.0,,,,,,,,,,0.0,0.0
dalton-schoen,Dalton SCHOEN,WR,,,,,,,,,0.0,50.0,3.0,,,,
damian-jackson,Damian Jackson,LS,,,,0.0,,,,,,,,,,0.0,0.0
darious-williams,Darious Williams,LB/CB/DB,,,,0.0,,,,,,,,,,0.0,0.0
deatrick-nichols,Deatrick Nichols,CB/DB,,,,0.0,,,,,,,,,,0.0,2.0
dedrick-mills,Dedrick MILLS,RB,,,,,,,,,0.0,0.0,0.0,0.0,23.0,,
demerio-houston,Demerio Houston,DB,,,,1.0,,,,,,,,,,0.0,2.0
derek-wiggan,Derek Wiggan,DL/DB,,,,0.0,,,,,,,,,,1.0,3.0
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,,,0.0,21.0,2.0,,,,
dru-brown,Dru Brown,QB,,,0.0,,,0.0,171.0,,,,,,,,
evan-holm,Evan Holm,DB,,,,0.0,,,,,,,,,,0.0,4.0
greg-mccrae,Greg McCrae,RB,,,,,,,,,0.0,19.0,2.0,,,,
isaac-adeyemi-berglund,Isaac Adeyemi-Berglund,DL/DB,,,,0.0,,,,,,,,,,1.0,1.0
jackson-jeffcoat,Jackson Jeffcoat,DE/DB,,,,0.0,,,,,,,,,,0.0,1.0
jake-maier,Jake Maier,QB,,,1.0,,,0.0,190.0,,,,,0.0,8.0,,
jake-thomas,Jake Thomas,DT/DB,,,,0.0,,,,,,,,,,1.0,1.0
johnny-augustine,Johnny AUGUSTINE,RB,,,,0.0,,,,,,,,,,0.0,0.0
josiah-schakel,Josiah Schakel,LB,,,,0.0,,,,,,,,,,0.0,0.0
julian-howsare,Julian Howsare,DE/DL/DB,,,,0.0,,,,,,,,,,1.0,3.0
kadeem-carey,Ka\'Deem CAREY,RB,,,,,,,,,0.0,0.0,1.0,0.0,28.0,,
kelon-thomas,Kelon Thomas,DL,,,,0.0,,,,,,,,,,0.0,0.0
kenny-lawler,Kenny Lawler,WR,,,,,,,,,0.0,20.0,2.0,,,,
kobe-williams,Kobe Williams,DB,,,,0.0,,,,,,,,,,0.0,3.0
kyrie-wilson,Kyrie Wilson,LB,,,,0.0,,,,,,,,,,0.0,5.0
les-maruo,Les Maruo,LB,,,,0.0,,,,,,,,,,0.0,1.0
luther-hakunavanhu,Luther HAKUNAVANHU,WR,,,,,,,,,0.0,9.0,1.0,,,,
markeith-ambles,Markeith Ambles,WR,,,,,,,,,0.0,23.0,1.0,,,,
marken-michel,Marken Michel,WR,,,,,,,,,0.0,63.0,3.0,,,,
micah-awe,Micah Awe,LB,,,,0.0,,,,,,,,,,0.0,3.0
michael-griffin,Michael Griffin,DB,,,,0.0,,,,,,,,,,0.0,1.0
mike-moore,Mike Moore,DL/DB,,,,0.0,,,,,,,,,,0.0,1.0
nic-demski,Nic DEMSKI,WR,,,,,,,,,0.0,23.0,3.0,0.0,4.0,,
nick-hallett,Nick Hallett,DB,,,,0.0,,,,,,,,,,0.0,0.0
nick-statz,Nick Statz,DB,,,,0.0,,,,,,,,,,0.0,0.0
nick-taylor,Nick Taylor,DB,,,,0.0,,,,,,,,,,0.0,3.0
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,,0.0,19.0,3.0,0.0,18.0,,
redha-kramdi,Redha Kramdi,LB/DB,,,,0.0,,,,,,,,,,0.0,1.0
reggie-begelton,Reggie BEGELTON,WR,,,,,,,,,0.0,41.0,2.0,,,,
rene-paredes,René Paredes,K,,214.0,,,2.0,,,,,,,,,,
ricky-walker,Ricky Walker,DT/DB,,,,0.0,,,,,,,,,,0.0,1.0
sergio-castillo,Sergio CASTILLO,K,1.0,110.0,,,,,,,,,,,,,
tj-rayam,T.J. Rayam,DL/DB,,,,0.0,,,,,,,,,,0.0,1.0
titus-wall,Titus Wall,LB/DB,,,,0.0,,,,,,,,,,1.0,7.0
tommy-stevens,Tommy STEVENS,QB,,,,,,,,,,,,0.0,2.0,,
tommylee-lewis,Tommylee Lewis,WR,,,,,,,,,0.0,46.0,1.0,,,,
tre-odoms-dukes,Tre Odoms-Dukes,WR,,,,,,,,,0.0,8.0,2.0,,,,
tre-roberson,Tre Roberson,DB,,,,0.0,,,,,,,,,,0.0,2.0
tyrrell-pigrome,Tyrrell Pigrome,QB,,,0.0,0.0,,0.0,0.0,,,,,2.0,30.0,0.0,1.0
wpg-dst,WPG DST,DST,,,,,,,,18.0,,,,,,1.0,
wpg-k,WPG K,K,1.0,110.0,,,,,,,,,,,,,
wpg-qb,WPG QB,QB,,,,,,,171.0,,,,,,,,
willie-jefferson,Willie Jefferson,DE/DL/DB,,,,0.0,,,,,,,,,,0.0,2.0
winston-rose,Winston Rose,DB,,,,0.0,,,,,,,,,,0.0,2.0
