player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
berfin-sengul,Berfin Sengul,,1.0,1.0,0.0,10.0,5.0
dilsat-yildiz,Dilsat Yildiz,,1.0,1.0,0.0,10.0,5.0
iclal-karaman,Iclal Karaman,,1.0,1.0,0.0,10.0,5.0
jiayi-jiang,Jiayi Jiang,,0.0,1.0,1.0,5.0,10.0
melisa-comert,Melisa Comert,,1.0,1.0,0.0,10.0,5.0
rui-wang,Rui Wang,,0.0,1.0,1.0,5.0,10.0
tingyu-su,Tingyu Su,,0.0,1.0,1.0,5.0,10.0
yu-han,Yu Han,,0.0,1.0,1.0,5.0,10.0
ziqi-dong,Ziqi Dong,,0.0,1.0,1.0,5.0,10.0
öznur-polat,Öznur Polat,,1.0,1.0,0.0,10.0,5.0
