player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
emma-miskew,Emma Miskew,,1.0,1.0,0.0,7.0,6.0
fay-henderson,Fay Henderson,,0.0,1.0,1.0,6.0,7.0
jennifer-dodds,Jennifer Dodds,,0.0,1.0,1.0,6.0,7.0
rachel-brown,Rachel Brown,,1.0,1.0,0.0,7.0,6.0
rachel-homan,Rachel Homan,,1.0,1.0,0.0,7.0,6.0
rebecca-morrison,Rebecca Morrison,,0.0,1.0,1.0,6.0,7.0
sarah-wilkes,Sarah Wilkes,,1.0,1.0,0.0,7.0,6.0
sophie-jackson,Sophie Jackson,,0.0,1.0,1.0,6.0,7.0
sophie-sinclair,Sophie Sinclair,,0.0,1.0,1.0,6.0,7.0
tracy-fleury,Tracy Fleury,,1.0,1.0,0.0,7.0,6.0
