player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
aaliyah-edwards,Aaliyah Edwards,F,2.0,,6.0,,1.0,,0.667,6.0,4.0,2.0,0.5,2.0,1.0,23.85,,-16.0,9.0,6.0,1.0,2.0
alyssa-thomas,Alyssa Thomas,F,1.0,,1.0,,,,,1.0,,2.0,,,,6.916666666666667,,3.0,,1.0,,1.0
ariel-atkins,Ariel Atkins,,2.0,1.0,2.0,0.5,6.0,3.0,0.6,10.0,6.0,4.0,,,,24.2,,-11.0,15.0,2.0,1.0,5.0
astou-ndour-fall,Astou Ndour-Fall,,,,1.0,,,,,,,,,,,4.866666666666667,,-5.0,,1.0,,
brionna-jones,Brionna Jones,,1.0,,3.0,,,,0.556,9.0,5.0,2.0,1.0,2.0,2.0,22.75,2.0,,12.0,5.0,,2.0
brittney-sykes,Brittney Sykes,W,1.0,1.0,1.0,,2.0,,0.273,11.0,3.0,2.0,0.75,4.0,3.0,20.866666666666667,,-17.0,9.0,1.0,,2.0
caitlin-bickle,Caitlin Bickle,,,,,,,,,,,1.0,,,,1.2333333333333334,,-2.0,,,,
dewanna-bonner,DeWanna Bonner,,2.0,,2.0,0.333,6.0,2.0,0.417,12.0,5.0,2.0,1.0,4.0,4.0,29.316666666666666,,18.0,16.0,2.0,1.0,
dijonai-carrington,DiJonai Carrington,,1.0,1.0,4.0,0.75,4.0,3.0,0.417,12.0,5.0,2.0,1.0,4.0,4.0,36.4,,15.0,17.0,4.0,4.0,4.0
emily-engstler,Emily Engstler,,1.0,,2.0,0.667,3.0,2.0,0.714,7.0,5.0,2.0,,,,20.616666666666667,1.0,-2.0,12.0,3.0,,1.0
jade-melbourne,Jade Melbourne,,3.0,,,0.667,3.0,2.0,0.286,7.0,2.0,2.0,,,,19.383333333333333,2.0,4.0,6.0,2.0,,1.0
julie-vanloo,Julie Vanloo,,2.0,,,,3.0,,,5.0,,1.0,,,,15.383333333333333,1.0,-11.0,,1.0,1.0,
karlie-samuelson,Karlie Samuelson,,5.0,,1.0,0.25,4.0,1.0,0.2,5.0,1.0,2.0,0.75,4.0,3.0,17.716666666666665,,1.0,6.0,1.0,3.0,
marina-mabrey,Marina Mabrey,W,5.0,,5.0,0.714,7.0,5.0,0.538,13.0,7.0,2.0,1.0,2.0,2.0,29.716666666666665,1.0,10.0,21.0,6.0,2.0,2.0
olivia-nelson-ododa,Olivia Nelson-Ododa,,2.0,,3.0,,,,0.5,2.0,1.0,3.0,1.0,4.0,4.0,18.466666666666665,,8.0,6.0,3.0,,2.0
shatori-walker-kimbrough,Shatori Walker-Kimbrough,,3.0,,,1.0,2.0,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,17.633333333333333,1.0,1.0,8.0,1.0,,2.0
sika-kona,Sika Kon̩,,1.0,,1.0,,1.0,,0.5,4.0,2.0,3.0,0.667,3.0,2.0,13.066666666666666,,3.0,6.0,1.0,2.0,1.0
stefanie-dolson,Stefanie Dolson,,2.0,1.0,6.0,0.8,5.0,4.0,0.833,6.0,5.0,2.0,,,,22.133333333333333,1.0,-7.0,14.0,7.0,,2.0
sug-sutton,Sug Sutton,G,1.0,,,,,,,,,,,,,5.133333333333334,,,,,,
tyasha-harris,Tyasha Harris,,6.0,,3.0,0.5,4.0,2.0,0.714,7.0,5.0,,1.0,4.0,4.0,29.6,2.0,-2.0,16.0,5.0,2.0,3.0
veronica-burton,Veronica Burton,G,5.0,2.0,2.0,1.0,2.0,2.0,0.5,4.0,2.0,1.0,1.0,2.0,2.0,20.733333333333334,,10.0,8.0,2.0,1.0,2.0
