player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-capsey,A Capsey,,10.0,1.0,0.0,5.0,21.0,2.0,24.0,0.0,0.0,25.0,0.0,1.0,1.0,1.0
a-reddy,A Reddy,,,,,,,,6.0,0.0,0.0,14.0,0.0,1.0,,1.0
aj-healy,AJ Healy,,17.0,5.0,0.0,1.0,24.0,0.0,,,,,,,,1.0
db-sharma,DB Sharma,,20.0,1.0,0.0,5.0,12.0,0.0,24.0,0.0,0.0,40.0,0.0,1.0,1.0,1.0
dp-vaidya,DP Vaidya,,21.0,2.0,0.0,6.0,23.0,0.0,,,,,,,,1.0
ji-rodrigues,JI Rodrigues,,22.0,4.0,1.0,4.0,34.0,0.0,,,,,,,,1.0
jl-jonassen,JL Jonassen,,20.0,3.0,1.0,6.0,42.0,3.0,24.0,0.0,0.0,43.0,3.0,1.0,,1.0
k-anjali-sarvani,K Anjali Sarvani,,,,,,,,18.0,0.0,0.0,31.0,0.0,1.0,,1.0
kp-navgire,KP Navgire,,2.0,0.0,0.0,3.0,2.0,0.0,,,,,,,1.0,1.0
m-kapp,M Kapp,,12.0,2.0,0.0,3.0,16.0,0.0,24.0,1.0,0.0,29.0,1.0,1.0,,1.0
mm-lanning,MM Lanning,,42.0,10.0,0.0,1.0,70.0,3.0,,,,,,,,1.0
rp-yadav,RP Yadav,,,,,,,,6.0,0.0,0.0,11.0,0.0,0.0,3.0,1.0
rs-gayakwad,RS Gayakwad,,,,,,,,12.0,0.0,0.0,31.0,1.0,0.0,,1.0
s-ecclestone,S Ecclestone,,,,,,,,24.0,0.0,0.0,41.0,1.0,1.0,1.0,1.0
s-ismail,S Ismail,,,,,,,,24.0,0.0,0.0,29.0,1.0,0.0,,1.0
s-pandey,S Pandey,,,,,,,,24.0,0.0,0.0,18.0,1.0,0.0,,1.0
s-sehrawat,S Sehrawat,,6.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,1.0
shafali-verma,Shafali Verma,,14.0,1.0,0.0,2.0,17.0,1.0,,,,,,,,1.0
simran-shaikh,Simran Shaikh,,4.0,1.0,1.0,7.0,6.0,0.0,,,,,,,,1.0
t-bhatia,T Bhatia,,,,,,,,,,,,,,1.0,1.0
tg-norris,TG Norris,,,,,,,,12.0,0.0,0.0,25.0,0.0,1.0,,1.0
tm-mcgrath,TM McGrath,,50.0,11.0,1.0,4.0,90.0,4.0,18.0,0.0,0.0,37.0,1.0,1.0,,1.0
