player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
abdul-gaffar-saqlain,Abdul Gaffar Saqlain,,6.0,1.0,0.0,8.0,5.0,0.0,18.0,0.0,0.0,20.0,0.0,0.0,,,1.0
abdullah-al-mamun-2,Abdullah Al Mamun (2),,39.0,4.0,0.0,3.0,45.0,1.0,,,,,,,,,1.0
b-fernando,B Fernando,,,,,,,,23.0,0.0,0.0,22.0,0.0,0.0,,,1.0
hussain-talat,Hussain Talat,,,,,,,,,,,,,,1.0,,1.0
imad-wasim,Imad Wasim,,,,,,,,24.0,0.0,0.0,16.0,3.0,0.0,,,1.0
mohammad-mithun,Mohammad Mithun,,10.0,1.0,0.0,4.0,12.0,0.0,,,,,,,1.0,1.0,1.0
mohammad-nawaz-3,Mohammad Nawaz (3),,26.0,2.0,1.0,7.0,26.0,0.0,24.0,0.0,0.0,21.0,3.0,0.0,,,1.0
mohammad-saifuddin,Mohammad Saifuddin,,,,,,,,24.0,0.0,1.0,30.0,1.0,0.0,,,1.0
mushfiqur-rahim,Mushfiqur Rahim,,23.0,2.0,0.0,5.0,24.0,0.0,,,,,,,,,1.0
nasir-hossain,Nasir Hossain,,22.0,0.0,0.0,5.0,19.0,1.0,24.0,0.0,0.0,32.0,2.0,0.0,,,1.0
nazmul-hossain-shanto,Nazmul Hossain Shanto,,28.0,2.0,0.0,2.0,37.0,2.0,,,,,,,,,1.0
s-lamichhane,S Lamichhane,,,,,,,,24.0,0.0,0.0,35.0,1.0,1.0,,,1.0
sm-meherob,SM Meherob,,2.0,0.0,0.0,6.0,0.0,0.0,,,,,,,1.0,,1.0
sabbir-rahman,Sabbir Rahman,,10.0,1.0,1.0,7.0,21.0,2.0,,,,,,,1.0,,1.0
sahibzada-farhan,Sahibzada Farhan,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,2.0,,1.0
saif-hassan,Saif Hassan,,4.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,1.0
salman-mirza,Salman Mirza,,,,,,,,24.0,0.0,0.0,17.0,1.0,0.0,,,1.0
shamim-hossain,Shamim Hossain,,13.0,2.0,1.0,6.0,17.0,0.0,,,,,,,1.0,,1.0
tanzid-hasan,Tanzid Hasan,,15.0,4.0,0.0,3.0,20.0,0.0,,,,,,,,,1.0
tanzim-hasan-sakib,Tanzim Hasan Sakib,,5.0,0.0,0.0,9.0,3.0,0.0,24.0,0.0,0.0,36.0,1.0,0.0,,,1.0
usman-khan-2,Usman Khan (2),,15.0,2.0,0.0,2.0,18.0,0.0,,,,,,,2.0,,1.0
yasir-ali-chowdhury,Yasir Ali Chowdhury,,15.0,1.0,0.0,4.0,13.0,0.0,,,,,,,,,1.0
ziaur-rahman-2,Ziaur Rahman (2),,,,,,,,24.0,0.0,0.0,35.0,1.0,1.0,,,1.0
