player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aj-merriman,AJ Merriman,P,1.0,,4.0,4.0,,,1.0,,7.0,,4.0,,65.0,37.0
albert-yuan,Albert Yuan,P,,1.0,,,,,,,,,2.0,1.0,,
alex-davis,Alex Davis,P,,1.0,4.0,3.0,,1.0,1.0,1.0,,,3.0,,89.0,17.0
alexander-wilcox,Alexander Wilcox,P,,,,,,,,,1.0,,,,,
alexandre-fall,Alexandre Fall,P,,,2.0,1.0,,1.0,1.0,,,,1.0,,22.0,2.0
anders-juengst,Anders Juengst,P,,,18.0,17.0,,4.0,3.0,,,,19.0,2.0,147.0,55.0
andrew-roy,Andrew Roy,MPO/P,1.0,,43.0,50.0,,1.0,3.0,,,,52.0,2.0,100.0,373.0
christian-boxley,Christian Boxley,P,2.0,,27.0,25.0,,1.0,2.0,,,,26.0,1.0,295.0,149.0
cole-jurek,Cole Jurek,P,,1.0,18.0,15.0,,2.0,,,,,16.0,1.0,221.0,33.0
david-bloodgood,David Bloodgood,P,,,6.0,9.0,,,,,3.0,,10.0,1.0,-15.0,35.0
elijah-long,Elijah Long,P,3.0,,38.0,35.0,2.0,5.0,3.0,1.0,,,36.0,1.0,258.0,173.0
ethan-bloodworth,Ethan Bloodworth,P,,,2.0,1.0,,1.0,,,,,1.0,,24.0,34.0
jacob-fairfax,Jacob Fairfax,P,,1.0,22.0,18.0,,2.0,,,,,20.0,2.0,271.0,126.0
jacques-nissen,Jacques Nissen,P,1.0,,26.0,25.0,,1.0,3.0,,,,27.0,2.0,56.0,162.0
jeff-wodatch,Jeff Wodatch,P,1.0,,15.0,13.0,,2.0,2.0,1.0,,,13.0,,120.0,126.0
joe-merrill,Joe Merrill,P,,2.0,5.0,3.0,,1.0,,,,,4.0,1.0,80.0,6.0
joe-white,Joe White,P,3.0,,34.0,29.0,,3.0,1.0,,,,31.0,1.0,268.0,221.0
jonny-malks,Jonny Malks,P,2.0,2.0,38.0,47.0,,3.0,3.0,3.0,,,48.0,1.0,199.0,373.0
kevin-pignone,Kevin Pignone,P,,,7.0,10.0,,,2.0,,,,11.0,,30.0,75.0
liam-searles-bohs,Liam Searles Bohs,P,4.0,,23.0,21.0,,1.0,2.0,1.0,,1.0,22.0,,209.0,187.0
luke-rehfuss,Luke Rehfuss,P,,2.0,2.0,2.0,,,,,,,2.0,,-8.0,-5.0
matt-gouchoe-hanas,Matt Gouchoe-Hanas,P,,1.0,30.0,45.0,,1.0,5.0,1.0,,,47.0,,-20.0,267.0
matt-tucker,Matt Tucker,P,,2.0,,,,,,,1.0,,,,,
moussa-dia,Moussa Dia,P,,,1.0,1.0,,,,,,,1.0,,23.0,1.0
rhys-bergeron,Rhys Bergeron,P,,,3.0,3.0,,,,,,,3.0,,-3.0,4.0
rowan-mcdonnell,Rowan McDonnell,P,1.0,,9.0,8.0,,,,,10.0,,11.0,3.0,52.0,107.0
sol-yanuck,Sol Yanuck,P,1.0,,23.0,24.0,,1.0,1.0,1.0,,,27.0,2.0,11.0,168.0
suraj-madiraju,Suraj Madiraju,P,,1.0,7.0,5.0,,,,,,,5.0,,46.0,-6.0
terrence-mitchell,Terrence Mitchell,P,,,6.0,4.0,,,,,,,4.0,1.0,45.0,2.0
thomas-edmonds,Thomas Edmonds,P,3.0,1.0,19.0,18.0,,2.0,1.0,,,,18.0,,150.0,70.0
tobias-brooks,Tobias Brooks,P,1.0,,6.0,5.0,,,,,9.0,,6.0,,119.0,56.0
trevor-lynch,Trevor Lynch,P,3.0,1.0,17.0,16.0,,1.0,,,,,17.0,2.0,103.0,210.0
troy-holland,Troy Holland,P,1.0,,2.0,4.0,,,,1.0,,,4.0,,-6.0,58.0
tyler-monroe,Tyler Monroe,P,4.0,,25.0,23.0,,1.0,1.0,,,,24.0,1.0,202.0,58.0
william-coffin,William Coffin,P,,,,,,,,,8.0,,,,,
