player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-barcio,Aaron Barcio,P,2.0,1.0,14.0,11.0,,1.0,1.0,,,,13.0,2.0,104.0,63.0
alec-wilson-holliday,Alec Wilson Holliday,P,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0
ben-lewis,Ben Lewis,P,2.0,,13.0,11.0,,1.0,,,,,12.0,1.0,154.0,35.0
ben-price,Ben Price,P,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0
brandon-lin,Brandon Lin,P,,,3.0,1.0,,,,,,,3.0,2.0,13.0,1.0
brendan-adams,Brendan Adams,P,1.0,,18.0,21.0,,,,,1.0,,22.0,1.0,63.0,172.0
brian-gfroerer,Brian Gfroerer,P,,,17.0,18.0,,,,,,,18.0,,51.0,14.0
brooks-wallace,Brooks Wallace,P,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
caleb-enright,Caleb Enright,P,,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0
connor-deluna,Connor DeLuna,P,,,0.0,0.0,,,,,,,0.0,,0.0,0.0
dane-bossert,Dane Bossert,P,,,2.0,1.0,,,1.0,,,,2.0,1.0,12.0,-3.0
daniel-winter,Daniel Winter,P,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,
darren-phillips,Darren Phillips,P,0.0,,14.0,11.0,2.0,,,0.0,,,13.0,,109.0,13.0
elliot-sakach,Elliot Sakach,P,1.0,,4.0,3.0,,,,,,,4.0,1.0,26.0,2.0
jack-wooldridge,Jack Wooldridge,P,,,22.0,29.0,,,,,,,29.0,,172.0,200.0
jake-floyd,Jake Floyd,P,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0
jake-worthington,Jake Worthington,P,,,8.0,7.0,,1.0,,,,,7.0,,69.0,34.0
jason-hustad,Jason Hustad,P,6.0,,42.0,39.0,,0.0,1.0,5.0,,,46.0,5.0,111.0,475.0
jimmy-zuraw,Jimmy Zuraw,P,1.0,2.0,21.0,27.0,,1.0,2.0,,,,30.0,1.0,85.0,148.0
john-shelley,John Shelley,P,1.0,,33.0,38.0,,,2.0,,2.0,,42.0,3.0,57.0,287.0
jon-deamicis,Jon DeAmicis,P,,,0.0,,,,,,,,0.0,0.0,0.0,
jordan-salazar,Jordan Salazar,P,2.0,2.0,13.0,12.0,,1.0,,,,,12.0,,179.0,90.0
joseph-welkener,Joseph Welkener,P,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
kevin-land,Kevin Land,P,1.0,,5.0,4.0,1.0,1.0,,,,,4.0,,53.0,33.0
mark-baldauf,Mark Baldauf,P,,1.0,21.0,29.0,,1.0,1.0,,,,29.0,,28.0,148.0
matt-bennett,Matt Bennett,P,2.0,2.0,33.0,35.0,1.0,,2.0,1.0,2.0,,40.0,4.0,45.0,288.0
myles-armstrong,Myles Armstrong,P,,,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0
myles-cooper,Myles Cooper,P,,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0
noah-powell,Noah Powell,P,,,6.0,3.0,,2.0,,,,,4.0,1.0,154.0,13.0
owen-smith,Owen Smith,P,1.0,,2.0,1.0,,,,,1.0,,2.0,1.0,20.0,2.0
ryan-buckingham,Ryan Buckingham,P,,,14.0,9.0,0.0,4.0,2.0,,,,9.0,,273.0,-10.0
steven-kelly,Steven Kelly,P,,,7.0,5.0,,1.0,,,,,6.0,1.0,52.0,31.0
timothy-mosher,Timothy Mosher,P,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,0.0
willy-goal,Willy Goal,P,,,3.0,4.0,,0.0,1.0,0.0,,,4.0,,-12.0,16.0
xavier-fuzat,Xavier Fuzat,P,1.0,,18.0,15.0,2.0,2.0,4.0,,,,15.0,,227.0,93.0
zachary-cotter,Zachary Cotter,P,,,2.0,1.0,,1.0,,,10.0,,1.0,,3.0,8.0
