player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-thorne,Alex Thorne,P,4.0,,26.0,30.0,,,1.0,,,,33.0,2.0,213.0,183.0
anthony-prato,Anthony Prato,P,,,10.0,10.0,1.0,,,,5.0,,12.0,1.0,-1.0,8.0
benjamin-sadok,Benjamin Sadok,P,5.0,1.0,27.0,30.0,,,2.0,1.0,,,33.0,3.0,94.0,288.0
brandon-pastor,Brandon Pastor,P,,,12.0,11.0,,1.0,1.0,1.0,,,11.0,,71.0,65.0
brendan-mccann,Brendan McCann,P,1.0,2.0,13.0,16.0,,,1.0,,16.0,,19.0,1.0,22.0,109.0
caelan-mcsweeney,Caelan McSweeney,P,,,9.0,14.0,,1.0,1.0,1.0,,,14.0,,57.0,152.0
chris-bartoli,Chris Bartoli,P,,2.0,6.0,6.0,,,,,,,7.0,1.0,59.0,16.0
cole-davis-brand,Cole Davis-Brand,P,3.0,,22.0,23.0,,,2.0,,,,25.0,2.0,127.0,107.0
colin-sunde,Colin Sunde,P,,,11.0,16.0,,,1.0,,,,17.0,1.0,-11.0,105.0
dmitry-suvorov,Dmitry Suvorov,P,1.0,,2.0,2.0,,,1.0,1.0,,,2.0,,-5.0,97.0
eric-nardelli,Eric Nardelli,P,,,5.0,5.0,,1.0,,,,,5.0,,-11.0,25.0
eric-witmer,Eric Witmer,P,,1.0,5.0,5.0,,,1.0,,,,6.0,1.0,9.0,-1.0
gabe-colton,Gabe Colton,P,1.0,1.0,10.0,7.0,,1.0,1.0,,1.0,,9.0,2.0,79.0,-6.0
greg-martin,Greg Martin,P,,1.0,7.0,4.0,,2.0,,,,,5.0,1.0,50.0,23.0
gustav-haflin,Gustav Haflin,P,1.0,1.0,11.0,12.0,,,1.0,,,,12.0,,107.0,40.0
ivan-tran,Ivan Tran,P,1.0,,9.0,8.0,,,,,,,9.0,1.0,19.0,9.0
james-pollard,James Pollard,P,1.0,1.0,17.0,14.0,,2.0,2.0,,,,15.0,1.0,92.0,120.0
jay-clark,Jay Clark,P,1.0,1.0,6.0,5.0,,1.0,,1.0,,,5.0,,103.0,55.0
jordan-rhyne,Jordan Rhyne,P,,,34.0,37.0,,,1.0,,,,43.0,6.0,1.0,26.0
justin-keller,Justin Keller,P,1.0,,13.0,15.0,,,3.0,,,,15.0,,48.0,66.0
kainoa-chun-moy,Kainoa Chun Moy,P,,1.0,2.0,1.0,,1.0,,,,,2.0,1.0,28.0,-16.0
marc-sands,Marc Sands,P,,,2.0,2.0,,,,,,,2.0,,-22.0,4.0
matt-hanna,Matt Hanna,P,,,1.0,1.0,,,1.0,,,,1.0,,12.0,7.0
max-charles,Max Charles,P,,,4.0,3.0,1.0,1.0,,,,,3.0,,25.0,17.0
max-trifillis,Max Trifillis,P,2.0,1.0,9.0,10.0,,2.0,1.0,,,,10.0,,73.0,61.0
mike-campanella,Mike Campanella,P,1.0,,16.0,16.0,,,1.0,1.0,,1.0,17.0,,49.0,34.0
nate-little,Nate Little,P,,,3.0,2.0,,,,,,,3.0,,11.0,14.0
nathanial-dick,Nathanial Dick,P,1.0,,14.0,16.0,,1.0,1.0,,,,17.0,1.0,-8.0,111.0
orion-cable,Orion Cable,P,,1.0,11.0,7.0,,3.0,,,,,8.0,1.0,165.0,-6.0
paul-owens,Paul Owens,P,2.0,,14.0,14.0,1.0,2.0,,1.0,9.0,,15.0,1.0,80.0,40.0
phillip-joyce,Phillip Joyce,P,1.0,2.0,4.0,3.0,,2.0,,,,,3.0,,23.0,30.0
ray-tetreault,Ray Tetreault,P,1.0,,7.0,4.0,,1.0,,1.0,,,6.0,2.0,73.0,54.0
rocco-linehan,Rocco Linehan,P,,2.0,8.0,8.0,,2.0,1.0,,4.0,,10.0,2.0,44.0,38.0
sean-mott,Sean Mott,P,,1.0,23.0,24.0,,,,1.0,,,25.0,1.0,-36.0,75.0
simon-carapella,Simon Carapella,P,,,9.0,7.0,,1.0,,,,,9.0,2.0,92.0,15.0
tanner-halkyard,Tanner Halkyard,P,,,10.0,5.0,,4.0,1.0,,,,6.0,1.0,151.0,40.0
topher-davis,Topher Davis,P,1.0,2.0,5.0,6.0,,1.0,,,,,6.0,,23.0,9.0
turner-allen,Turner Allen,P,1.0,1.0,6.0,6.0,1.0,,,,,,8.0,2.0,62.0,24.0
tyler-chan,Tyler Chan,P,1.0,1.0,11.0,10.0,1.0,1.0,3.0,1.0,,,12.0,2.0,69.0,162.0
