player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
ben-ashton,Ben Ashton,P,,,1.0,1.0,,1.0,,,,,1.0,,19.0,49.0
ben-hoffman,Ben Hoffman,P,,,10.0,8.0,,,,,,,8.0,,115.0,97.0
braden-eberhard,Braden Eberhard,P,1.0,2.0,19.0,22.0,,,,1.0,,,23.0,,19.0,107.0
brandon-van-deusen,Brandon Van Deusen,P,2.0,,31.0,36.0,2.0,4.0,2.0,1.0,,,38.0,2.0,18.0,298.0
chad-yorgason,Chad Yorgason,P,1.0,,11.0,9.0,1.0,4.0,1.0,,,,9.0,1.0,84.0,60.0
chris-cogswell,Chris Cogswell,P,,,1.0,1.0,1.0,,,,,,1.0,,6.0,
chris-mazur,Chris Mazur,P,3.0,1.0,20.0,22.0,,,,,9.0,,22.0,1.0,-38.0,176.0
cy-toriello,Cy Toriello,P,,,4.0,4.0,,,,,,,4.0,,35.0,14.0
eddie-finley,Eddie Finley,P,,,4.0,4.0,,,,,,,4.0,,22.0,16.0
elijah-jaime,Elijah Jaime,P,1.0,,13.0,12.0,,1.0,,,,,12.0,,171.0,66.0
eugene-lheureux,Eugene L\'Heureux,P,,1.0,4.0,6.0,,1.0,,,12.0,,7.0,1.0,-2.0,156.0
everest-shapiro,Everest Shapiro,P,,,17.0,15.0,,1.0,,,,,16.0,1.0,217.0,49.0
garrett-santi,Garrett Santi,P,,,13.0,14.0,1.0,,,,7.0,,14.0,,91.0,6.0
grant-lindsley,Grant Lindsley,P,3.0,,17.0,15.0,,2.0,1.0,2.0,,,15.0,,122.0,61.0
jace-duennebeil,Jace Duennebeil,P,2.0,,8.0,5.0,1.0,2.0,1.0,1.0,,,6.0,,181.0,61.0
jacob-miller,Jacob Miller,P,,,36.0,40.0,,2.0,2.0,,,,40.0,1.0,117.0,250.0
jonny-hoffman,Jonny Hoffman,P,1.0,1.0,6.0,4.0,,3.0,1.0,,,,4.0,,171.0,18.0
jordan-kerr,Jordan Kerr,P,2.0,,23.0,21.0,,3.0,1.0,,,,22.0,1.0,237.0,56.0
kyle-weinberg,Kyle Weinberg,P,,,24.0,25.0,,1.0,,1.0,12.0,,25.0,1.0,85.0,75.0
lukas-ambrose,Lukas Ambrose,P,,3.0,11.0,7.0,1.0,4.0,1.0,,,,7.0,,111.0,31.0
luke-yorgason,Luke Yorgason,P,,,26.0,25.0,,,4.0,,,,27.0,,50.0,256.0
marcel-osborne,Marcel Osborne,P,2.0,,23.0,17.0,,3.0,2.0,,,,21.0,4.0,226.0,70.0
max-dehlin,Max Dehlin,P,1.0,,21.0,22.0,,,,,,,23.0,1.0,3.0,113.0
mckay-yorgason,McKay Yorgason,P,,,24.0,27.0,,,1.0,,,,28.0,1.0,21.0,134.0
michael-kiyoi,Michael Kiyoi,P,1.0,,20.0,17.0,,2.0,2.0,,,,17.0,,40.0,127.0
mitchell-steiner,Mitchell Steiner,P,,,13.0,12.0,,1.0,,,3.0,,13.0,,54.0,58.0
nate-kirchhofer,Nate Kirchhofer,P,,,4.0,6.0,,,,,,,7.0,,-12.0,21.0
nate-ransom,Nate Ransom,P,,,5.0,6.0,,,,,,,7.0,1.0,24.0,-2.0
nathan-huff,Nathan Huff,P,1.0,1.0,7.0,7.0,,,3.0,,,,7.0,,105.0,6.0
pawel-janas,Pawel Janas,P,5.0,1.0,36.0,45.0,,,2.0,3.0,,,49.0,1.0,55.0,448.0
sam-cook,Sam Cook,P,,,15.0,13.0,,1.0,1.0,,,1.0,13.0,,103.0,17.0
sean-connole,Sean Connole,P,1.0,,28.0,34.0,,2.0,3.0,2.0,,,34.0,4.0,136.0,283.0
sean-mcdougall,Sean McDougall,P,4.0,1.0,25.0,25.0,,1.0,4.0,,,,26.0,1.0,290.0,46.0
tony-mounga,Tony Mounga,P,,1.0,9.0,7.0,,,1.0,,,,9.0,2.0,114.0,84.0
will-selfridge,Will Selfridge,P,1.0,,28.0,26.0,,3.0,1.0,1.0,,,26.0,,202.0,104.0
zach-burnside,Zach Burnside,P,,,8.0,7.0,,,,,,,7.0,,126.0,41.0
