player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ad-hales,AD Hales,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
ar-nurse,AR Nurse,,25.0,3.0,0.0,7.0,40.0,3.0,24.0,0.0,0.0,38.0,0.0,0.0,1.0,1.0
ba-king,BA King,,4.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,1.0
c-hemraj,C Hemraj,,55.0,6.0,0.0,2.0,63.0,3.0,12.0,0.0,0.0,10.0,1.0,0.0,,1.0
cj-green,CJ Green,,,,,,,,24.0,0.0,0.0,38.0,0.0,2.0,,1.0
hr-walsh,HR Walsh,,,,,,,,,,,,,,1.0,1.0
j-charles,J Charles,,13.0,4.0,0.0,3.0,19.0,0.0,,,,,,,,1.0
jk-lalor,JK Lalor,,7.0,1.0,1.0,10.0,8.0,0.0,18.0,0.0,0.0,21.0,0.0,2.0,,1.0
jl-carter,JL Carter,,3.0,0.0,0.0,5.0,2.0,0.0,,,,,,,,1.0
jo-holder,JO Holder,,5.0,0.0,0.0,6.0,4.0,0.0,24.0,1.0,0.0,31.0,1.0,1.0,,1.0
jp-duminy,JP Duminy,,16.0,2.0,0.0,4.0,20.0,0.0,,,,,,,,1.0
kma-paul,KMA Paul,,,,,,,,12.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0
ls-boucher,LS Boucher,,14.0,3.0,0.0,2.0,16.0,0.0,,,,,,,2.0,1.0
n-pooran,N Pooran,,30.0,3.0,1.0,5.0,61.0,5.0,,,,,,,1.0,1.0
of-smith,OF Smith,,,,,,,,6.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0
r-shepherd,R Shepherd,,,,,,,,16.0,0.0,0.0,13.0,4.0,1.0,,1.0
ra-reifer,RA Reifer,,1.0,0.0,0.0,9.0,0.0,0.0,24.0,0.0,0.0,46.0,1.0,2.0,,1.0
rs-primus,RS Primus,,13.0,1.0,0.0,8.0,14.0,0.0,24.0,0.0,0.0,35.0,2.0,1.0,,1.0
s-lamichhane,S Lamichhane,,2.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,,1.0
se-rutherford,SE Rutherford,,14.0,0.0,1.0,6.0,32.0,4.0,,,,,,,,1.0
so-hetmyer,SO Hetmyer,,12.0,0.0,0.0,3.0,9.0,1.0,,,,,,,1.0,1.0
shadab-khan,Shadab Khan,,,,,,,,24.0,0.0,0.0,39.0,2.0,0.0,,1.0
shoaib-malik,Shoaib Malik,,5.0,0.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,,1.0
