player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-rosenthal,Aaron Rosenthal,P,,,3.0,3.0,,,,,,,3.0,,30.0,16.0
andrew-padula,Andrew Padula,P,,1.0,10.0,7.0,1.0,,,,,,9.0,2.0,33.0,18.0
brandon-fein,Brandon Fein,P,,1.0,6.0,8.0,,,1.0,,11.0,,8.0,,-35.0,49.0
brandon-van-deusen,Brandon Van Deusen,P,4.0,2.0,37.0,41.0,,1.0,3.0,2.0,,,44.0,1.0,16.0,332.0
calvin-brown,Calvin Brown,P,1.0,1.0,13.0,14.0,,1.0,1.0,,6.0,,20.0,4.0,76.0,92.0
chris-cogswell,Chris Cogswell,P,,,6.0,5.0,,,1.0,,,,6.0,1.0,29.0,33.0
chris-lung,Chris Lung,P,,,32.0,45.0,,,3.0,,,,45.0,,87.0,310.0
conor-bauman,Conor Bauman,P,,1.0,4.0,8.0,,,1.0,,4.0,,8.0,,-14.0,20.0
dexter-clyburn,Dexter Clyburn,P,2.0,2.0,30.0,30.0,2.0,1.0,2.0,,,,34.0,3.0,218.0,146.0
dylan-burns,Dylan Burns,P,,,4.0,2.0,,2.0,,,,,2.0,,44.0,34.0
eddie-finley,Eddie Finley,P,,,1.0,1.0,,,,,,,1.0,,16.0,-5.0
evan-magsig,Evan  Magsig,P,4.0,,40.0,45.0,1.0,2.0,,,,,49.0,4.0,92.0,295.0
everest-shapiro,Everest Shapiro,P,,,17.0,9.0,,6.0,1.0,,,,11.0,2.0,176.0,14.0
garrett-santi,Garrett Santi,P,2.0,,15.0,11.0,,,,1.0,15.0,1.0,12.0,,132.0,96.0
gavin-may,Gavin May,P,2.0,2.0,13.0,11.0,,2.0,1.0,,,,12.0,,190.0,89.0
keenan-laurence,Keenan Laurence,P,1.0,2.0,16.0,12.0,,1.0,1.0,1.0,,,15.0,2.0,151.0,76.0
kyle-lew,Kyle  Lew,P/WR,2.0,2.0,36.0,41.0,1.0,,1.0,1.0,,,43.0,1.0,55.0,181.0
kyle-johnson,Kyle Johnson,P/WR,,,14.0,9.0,1.0,3.0,,,,,11.0,2.0,109.0,39.0
lukas-ambrose,Lukas Ambrose,P,1.0,1.0,8.0,5.0,,3.0,1.0,,,,5.0,,96.0,49.0
marcel-osborne,Marcel Osborne,P,,,21.0,19.0,2.0,1.0,2.0,,,,20.0,1.0,161.0,125.0
matt-barcellos,Matt Barcellos,P,4.0,1.0,20.0,21.0,,,1.0,1.0,,,22.0,1.0,179.0,144.0
matthew-burke,Matthew Burke,P,,1.0,4.0,4.0,,,,,,,4.0,,5.0,-4.0
max-williams,Max Williams,P,1.0,,10.0,5.0,,3.0,,,,,7.0,2.0,148.0,32.0
michael-kiyoi,Michael Kiyoi,P,,,15.0,15.0,1.0,1.0,1.0,,,,16.0,1.0,82.0,59.0
mitchell-steiner,Mitchell Steiner,P,,2.0,8.0,9.0,1.0,1.0,2.0,,,,10.0,1.0,76.0,36.0
morgan-sommer,Morgan Sommer,P,,,8.0,6.0,,,1.0,1.0,,,8.0,2.0,101.0,107.0
nate-kirchhofer,Nate Kirchhofer,P,,,,3.0,,,1.0,,1.0,,4.0,1.0,,-4.0
pawel-janas,Pawel Janas,P,3.0,,45.0,58.0,,,2.0,,,,61.0,2.0,161.0,372.0
raekwon-adkins,Raekwon Adkins,P,2.0,,16.0,13.0,1.0,,,,,,17.0,4.0,182.0,36.0
ray-mendoza,Ray Mendoza,P,,,1.0,2.0,,,2.0,,,,2.0,,7.0,43.0
robin-vickers-batzdorf,Robin Vickers Batzdorf,P,,1.0,4.0,3.0,,1.0,1.0,,5.0,,3.0,,22.0,13.0
sam-cook,Sam Cook,P,,1.0,18.0,17.0,,,2.0,,,,19.0,2.0,146.0,52.0
sean-mcdougall,Sean McDougall,P,6.0,2.0,21.0,19.0,,2.0,,2.0,,,21.0,2.0,218.0,118.0
walker-frankenberg,Walker Frankenberg,P,1.0,1.0,29.0,23.0,,4.0,3.0,1.0,,,27.0,3.0,180.0,200.0
wyatt-berreman,Wyatt Berreman,P,1.0,1.0,7.0,6.0,,1.0,,,,,6.0,,103.0,29.0
