player_id,player_name,positions,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
alonzo-gee,Alonzo Gee,P,5.0,2.0,0.0,2.0,0.0,10.0,0.0
corey-brewer,Corey Brewer,P,3.0,0.0,0.0,2.0,2.0,5.0,1.0
garlon-green,Garlon Green,P,1.0,0.0,0.0,1.0,1.0,7.0,0.0
gerald-green,Gerald Green,P,11.0,3.0,0.0,4.0,0.0,7.0,1.0
jannero-pargo,Jannero Pargo,P,2.0,2.0,0.0,0.0,0.0,3.0,0.0
jeff-ayres,Jeff Ayres,P,4.0,3.0,0.0,2.0,0.0,9.0,0.0
jeremy-pargo,Jeremy Pargo,P,6.0,2.0,0.0,10.0,0.0,7.0,0.0
joe-johnson,Joe Johnson,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ryan-hollins,Ryan Hollins,P,6.0,0.0,0.0,1.0,0.0,6.0,0.0
will-bynum,Will Bynum,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
