player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
andrea-gilli,Andrea Gilli,,1.0,1.0,0.0,8.0,6.0
benji-paral,Benji Paral,,0.0,1.0,1.0,6.0,8.0
caden-hebert,Caden Hebert,,0.0,1.0,1.0,6.0,8.0
cesare-spiller,Cesare Spiller,,1.0,1.0,0.0,8.0,6.0
daniel-laufer,Daniel Laufer,,0.0,1.0,1.0,6.0,8.0
francesco-vigliani,Francesco Vigliani,,1.0,1.0,0.0,8.0,6.0
jack-wendtland,Jack Wendtland,,0.0,1.0,1.0,6.0,8.0
jackson-bestland,Jackson Bestland,,0.0,1.0,1.0,6.0,8.0
stefano-gilli,Stefano Gilli,,1.0,1.0,0.0,8.0,6.0
stefano-spiller,Stefano Spiller,,1.0,1.0,0.0,8.0,6.0
