player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
ak-markram,AK Markram,,58.0,12.0,0.0,3.0,108.0,5.0,12.0,0.0,0.0,9.0,1.0,0.0,1.0,,1.0
bc-fortuin,BC Fortuin,,24.0,4.0,1.0,8.0,35.0,1.0,24.0,0.0,0.0,30.0,1.0,0.0,,,1.0
d-potgieter,D Potgieter,,5.0,1.0,0.0,6.0,5.0,0.0,6.0,0.0,0.0,11.0,1.0,1.0,,,1.0
da-miller,DA Miller,,6.0,1.0,0.0,5.0,5.0,0.0,,,,,,,,,1.0
dw-lawrence,DW Lawrence,,8.0,0.0,0.0,4.0,7.0,0.0,,,,,,,,,1.0
e-bosch,E Bosch,,,,,,,,12.0,0.0,0.0,22.0,0.0,1.0,1.0,,1.0
evan-jones,Evan Jones,,4.0,0.0,0.0,7.0,1.0,0.0,,,,,,,1.0,,1.0
g-coetzee,G Coetzee,,2.0,0.0,1.0,8.0,2.0,0.0,18.0,0.0,0.0,31.0,2.0,2.0,,,1.0
gc-viljoen,GC Viljoen,,3.0,0.0,0.0,9.0,2.0,0.0,24.0,0.0,0.0,21.0,4.0,0.0,,,1.0
h-klaasen,H Klaasen,,21.0,2.0,0.0,5.0,29.0,1.0,,,,,,,,1.0,1.0
jc-buttler,JC Buttler,,2.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,1.0
k-verreynne,K Verreynne,,19.0,3.0,0.0,2.0,23.0,1.0,,,,,,,,,1.0
ks-williamson,KS Williamson,,20.0,3.0,0.0,4.0,22.0,0.0,,,,,,,1.0,,1.0
kt-maphaka,KT Maphaka,,,,,,,,12.0,0.0,0.0,10.0,1.0,1.0,,,1.0
lg-pretorius,LG Pretorius,,14.0,1.0,0.0,1.0,7.0,0.0,,,,,,,1.0,,1.0
ls-livingstone,LS Livingstone,,11.0,0.0,0.0,6.0,19.0,2.0,18.0,0.0,0.0,25.0,1.0,0.0,,,1.0
oeg-baartman,OEG Baartman,,1.0,0.0,0.0,10.0,0.0,0.0,18.0,0.0,0.0,35.0,1.0,1.0,1.0,,1.0
ra-herman,RA Herman,,19.0,1.0,0.0,3.0,18.0,1.0,,,,,,,1.0,,1.0
sp-narine,SP Narine,,2.0,1.0,0.0,1.0,4.0,0.0,24.0,0.0,0.0,18.0,2.0,0.0,,1.0,1.0
sr-harmer,SR Harmer,,,,,,,,24.0,1.0,0.0,13.0,1.0,0.0,,,1.0
sikandar-raza,Sikandar Raza,,21.0,0.0,0.0,7.0,21.0,2.0,24.0,0.0,0.0,57.0,0.0,0.0,,,1.0
waqar-salamkheil,Waqar Salamkheil,,0.0,0.0,1.0,11.0,0.0,0.0,24.0,0.0,0.0,34.0,0.0,0.0,,,1.0
