player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
alexandre-fall,Alexandre Fall,P,,2.0,7.0,4.0,,3.0,,,,4.0,,118.0,-26.0
andrew-roy,Andrew Roy,MPO/P,4.0,,48.0,55.0,,2.0,2.0,,,56.0,1.0,123.0,416.0
benjamin-sadok,Benjamin Sadok,P,,,,,,2.0,,,,,,,
charlie-mccutcheon,Charlie McCutcheon,P,1.0,,10.0,10.0,,,1.0,,,10.0,,9.0,17.0
chris-bartoli,Chris Bartoli,P,,,,,1.0,,,,,,,,
christian-boxley,Christian Boxley,P,,,28.0,23.0,,5.0,3.0,,,23.0,,303.0,104.0
cole-jurek,Cole Jurek,P,2.0,,26.0,25.0,,1.0,2.0,2.0,,25.0,,234.0,167.0
colin-sunde,Colin Sunde,P,,,,,,,,,,,1.0,,
david-bloodgood,David Bloodgood,P,,,13.0,16.0,,,3.0,,5.0,17.0,1.0,13.0,88.0
david-cranston,David Cranston,P,,2.0,11.0,12.0,,1.0,,,,12.0,,45.0,26.0
gustav-haflin,Gustav Haflin,P,,2.0,1.0,1.0,,,,,,1.0,,6.0,4.0
jasper-tom,Jasper Tom,P,1.0,,8.0,7.0,,1.0,,1.0,1.0,7.0,,89.0,70.0
jay-clark,Jay Clark,P,,,,,,,,,,,1.0,,
jeff-wodatch,Jeff Wodatch,P,1.0,,12.0,11.0,,1.0,,,,11.0,,71.0,70.0
jeremy-knopf,Jeremy Knopf,P,,,14.0,16.0,,,,1.0,,16.0,,-3.0,95.0
joe-merrill,Joe Merrill,P,1.0,4.0,7.0,6.0,,1.0,1.0,,,6.0,,61.0,15.0
jonny-malks,Jonny Malks,P,4.0,,37.0,40.0,,3.0,1.0,1.0,,42.0,2.0,167.0,260.0
kevin-healey,Kevin Healey,P,,,12.0,9.0,,2.0,1.0,,,10.0,1.0,180.0,3.0
luca-harwood,Luca Harwood,P,,,,,,1.0,,,2.0,,2.0,,
luke-rehfuss,Luke Rehfuss,P,,,1.0,1.0,,,,,,1.0,,5.0,16.0
moussa-dia,Moussa Dia,P,1.0,1.0,6.0,5.0,,,1.0,,,5.0,,14.0,13.0
nathanial-dick,Nathanial Dick,P,,2.0,,,,,,,,,,,
phillip-joyce,Phillip Joyce,P,,,,,,,,,3.0,,,,
ray-tetreault,Ray Tetreault,P,,,,,1.0,,,1.0,,,1.0,,
rhys-bergeron,Rhys Bergeron,P,,1.0,8.0,6.0,,2.0,,,,7.0,1.0,28.0,17.0
rocco-linehan,Rocco Linehan,P,,1.0,,,,,,,,,,,
rowan-mcdonnell,Rowan McDonnell,P,1.0,,32.0,30.0,,,3.0,,,32.0,2.0,199.0,115.0
simon-carapella,Simon Carapella,P,,,,,2.0,,3.0,,,,,,
tanner-halkyard,Tanner Halkyard,P,,,,,,1.0,,,,,,,
thomas-edmonds,Thomas Edmonds,P,2.0,,12.0,16.0,,,2.0,,17.0,16.0,,4.0,63.0
troy-holland,Troy Holland,P,2.0,,12.0,13.0,,,,,,13.0,,33.0,148.0
tyler-monroe,Tyler Monroe,P,2.0,,41.0,40.0,,,2.0,1.0,,41.0,1.0,137.0,153.0
