player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-weaver,Aaron Weaver,P,,,3.0,3.0,,,,,,3.0,,16.0,-15.0
alex-tatum,Alex Tatum,P,2.0,,,,,,,,,,,,
andrew-padula,Andrew Padula,P,,1.0,,1.0,,,,,,1.0,,,3.0
chris-cogswell,Chris Cogswell,P,1.0,,1.0,1.0,1.0,,,,,1.0,,43.0,2.0
chris-mazur,Chris Mazur,P,2.0,,10.0,14.0,,,,2.0,12.0,17.0,2.0,32.0,146.0
cody-spicer,Cody Spicer,P,,,,,,1.0,,,,,,,
connor-olson,Connor Olson,P,,,,,,,,,,,2.0,,
conor-tabor,Conor Tabor,P,,,,,,2.0,,,,,2.0,,
daniel-brunker,Daniel Brunker,P,2.0,,12.0,11.0,,,1.0,2.0,,12.0,1.0,168.0,156.0
everest-shapiro,Everest Shapiro,P,1.0,2.0,12.0,8.0,,3.0,1.0,1.0,,9.0,1.0,144.0,71.0
felix-pronove,Felix Pronove,P,,,,,,1.0,,,,,1.0,,
jason-vallee,Jason Vallee,P,,,52.0,53.0,1.0,2.0,2.0,,1.0,56.0,3.0,185.0,169.0
jay-froude,Jay Froude,P,,4.0,,,,,,,,,2.0,,
joe-anderson,Joe Anderson,P,,,,,,1.0,,,,,,,
jonathan-nethercutt,Jonathan Nethercutt,P,,1.0,,,,,1.0,,,,,,
justin-abel,Justin Abel,P,,1.0,,,,,,,,,,,
kai-marshall,Kai Marshall,P,,,,,,,,,,,1.0,,
lukas-ambrose,Lukas Ambrose,P,,1.0,2.0,2.0,,1.0,,,,2.0,,52.0,-3.0
marcel-osborne,Marcel Osborne,P,1.0,,10.0,8.0,,,1.0,,,10.0,2.0,90.0,27.0
mathieu-agee,Mathieu Agee,P,,2.0,,,1.0,,,,,,,,
matt-jackson,Matt Jackson,P,,,,,,,3.0,,,,,,
matt-miller,Matt Miller,P,,,7.0,8.0,,1.0,,,,11.0,3.0,-9.0,17.0
mitchell-steiner,Mitchell Steiner,P,,,14.0,8.0,,2.0,,1.0,,11.0,3.0,145.0,103.0
nate-kirchhofer,Nate Kirchhofer,P,,1.0,8.0,9.0,,,1.0,1.0,4.0,10.0,1.0,-29.0,76.0
nate-ransom,Nate Ransom,P,,1.0,4.0,3.0,,1.0,,,,4.0,1.0,48.0,-9.0
nicholas-snuszka,Nicholas Snuszka,P,1.0,,,,,,,,,,,,
noah-coolman,Noah Coolman,P,,,,,,2.0,,,,,1.0,,
pawel-janas,Pawel Janas,P,4.0,,63.0,76.0,,1.0,3.0,1.0,,83.0,6.0,13.0,518.0
quinn-finer,Quinn Finer,P,,,,,1.0,,,,,,,,
rhys-gretsch,Rhys Gretsch,P,,,3.0,2.0,,,,,,3.0,1.0,21.0,-12.0
sam-cook,Sam Cook,P,1.0,,8.0,5.0,,1.0,,,,7.0,2.0,88.0,29.0
sean-mcdougall,Sean McDougall,P,3.0,1.0,20.0,17.0,,3.0,1.0,,,17.0,,258.0,-7.0
thomas-brewster,Thomas Brewster,P,,1.0,,,,,,,,,1.0,,
zac-schakner,Zac Schakner,P,,,2.0,2.0,,,,,,2.0,,19.0,17.0
