player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-gardner,A Gardner,,1.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,,,1.0
a-wellington,A Wellington,,,,,,,,24.0,0.0,0.0,26.0,1.0,0.0,,,1.0
aj-healy,AJ Healy,,10.0,2.0,0.0,2.0,13.0,0.0,,,,,,,,,1.0
be-patterson,BE Patterson,,,,,,,,,,,,,,1.0,,1.0
c-moore,C Moore,,,,,,,,,,,,,,,1.0,1.0
d-brown,D Brown,,,,,,,,24.0,0.0,0.0,34.0,2.0,1.0,,,1.0
d-van-niekerk,D van Niekerk,,1.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,,1.0,1.0
e-hughes,E Hughes,,,,,,,,10.0,0.0,0.0,17.0,0.0,4.0,,,1.0
ea-perry,EA Perry,,19.0,3.0,0.0,1.0,24.0,1.0,18.0,0.0,0.0,17.0,0.0,0.0,,,1.0
km-mack,KM Mack,,55.0,6.0,1.0,1.0,67.0,0.0,,,,,,,,,1.0
l-wolvaardt,L Wolvaardt,,27.0,5.0,0.0,3.0,33.0,0.0,,,,,,,,,1.0
m-brown,M Brown,,9.0,2.0,1.0,6.0,15.0,0.0,24.0,0.0,1.0,30.0,1.0,1.0,,,1.0
m-penna,M Penna,,,,,,,,,,,,,,1.0,,1.0
ml-schutt,ML Schutt,,,,,,,,24.0,0.0,0.0,27.0,0.0,0.0,,,1.0
ne-bolton,NE Bolton,,38.0,2.0,0.0,4.0,34.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,,,1.0
rp-yadav,RP Yadav,,,,,,,,24.0,0.0,0.0,30.0,0.0,0.0,,,1.0
s-campbell,S Campbell,,,,,,,,24.0,0.0,0.0,28.0,0.0,1.0,,,1.0
sj-coyte,SJ Coyte,,,,,,,,24.0,0.0,0.0,25.0,0.0,0.0,,,1.0
shafali-verma,Shafali Verma,,43.0,6.0,1.0,5.0,53.0,1.0,,,,,,,,,1.0
tj-mcpharlin,TJ McPharlin,,,,,,,,,,,,,,,1.0,1.0
tm-mcgrath,TM McGrath,,30.0,3.0,1.0,4.0,40.0,1.0,18.0,0.0,0.0,20.0,0.0,0.0,,,1.0
