player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
elodie-jerger,Elodie Jerger,,1.0,1.0,0.0,9.0,6.0
erika-ryberg,Erika Ryberg,,0.0,1.0,1.0,6.0,9.0
jana-hoffmann,Jana Hoffmann,,1.0,1.0,0.0,9.0,6.0
jana-soltermann,Jana Soltermann,,1.0,1.0,0.0,9.0,6.0
jana-tamara-haehlen,Jana-Tamara Haehlen,,1.0,1.0,0.0,9.0,6.0
maja-roxin,Maja Roxin,,0.0,1.0,1.0,6.0,9.0
moa-dryburgh,Moa Dryburgh,,0.0,1.0,1.0,6.0,9.0
moa-tjärnlund,Moa Tjärnlund,,0.0,1.0,1.0,6.0,9.0
renee-frigo,Renee Frigo,,1.0,1.0,0.0,9.0,6.0
thea-orefjord,Thea Orefjord,,0.0,1.0,1.0,6.0,9.0
