player_id,player_name,positions,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
alex-thorne,Alex Thorne,P,0.0,0.0,1.0,2.0,3.0,68.0,140.0
allan-michel,Allan Michel,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andres-rodriguez,Andres Rodriguez,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anthony-prato,Anthony Prato,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ben-katz,Ben Katz,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
benjamin-sadok,Benjamin Sadok,P,4.0,0.0,0.0,1.0,2.0,40.0,267.0
brandon-pastor,Brandon Pastor,P,0.0,0.0,0.0,1.0,0.0,28.0,10.0
brendan-mccann,Brendan McCann,P,2.0,0.0,0.0,1.0,1.0,63.0,31.0
caelan-mcsweeney,Caelan McSweeney,P,1.0,0.0,0.0,0.0,0.0,70.0,113.0
calvin-trisolini,Calvin Trisolini,P,1.0,1.0,0.0,0.0,1.0,83.0,356.0
chris-bartoli,Chris Bartoli,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
christopher-zaleski,Christopher Zaleski,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cole-davis-brand,Cole Davis-Brand,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cole-moore,Cole Moore,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
colin-sunde,Colin Sunde,P,1.0,0.0,0.0,0.0,1.0,40.0,99.0
david-perry,David Perry,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dillon-cooke,Dillon Cooke,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dmitry-suvorov,Dmitry Suvorov,P,0.0,0.0,0.0,2.0,0.0,84.0,32.0
eliav-malone,Eliav  Malone,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elliott-rosenberg,Elliott Rosenberg,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eric-nardelli,Eric Nardelli,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eric-witmer,Eric Witmer,P,0.0,1.0,0.0,0.0,0.0,0.0,43.0
ethan-holmgren,Ethan Holmgren,P,0.0,1.0,0.0,1.0,1.0,53.0,15.0
gabe-colton,Gabe Colton,P,0.0,1.0,1.0,1.0,0.0,72.0,10.0
gavin-abrahamsson,Gavin Abrahamsson,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greg-martin,Greg Martin,P,0.0,0.0,0.0,1.0,0.0,67.0,2.0
griffin-yas,Griffin Yas,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gustav-haflin,Gustav Haflin,P,0.0,1.0,0.0,1.0,0.0,12.0,21.0
ian-dietrich,Ian Dietrich,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ivan-tran,Ivan Tran,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jac-carreiro,Jac Carreiro,P,0.0,1.0,0.0,1.0,0.0,2.0,0.0
james-pollard,James Pollard,P,1.0,0.0,0.0,0.0,1.0,136.0,71.0
jason-tapper,Jason Tapper,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jay-clark,Jay Clark,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeff-babbitt,Jeff Babbitt,P,1.0,1.0,0.0,4.0,0.0,122.0,40.0
jonah-stang-osborne,Jonah Stang-Osborne,P,2.0,0.0,0.0,0.0,2.0,3.0,143.0
jordan-rhyne,Jordan Rhyne,P,2.0,0.0,0.0,0.0,3.0,135.0,285.0
justin-keller,Justin Keller,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kainoa-chun-moy,Kainoa Chun Moy,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leo-warren,Leo Warren,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luca-harwood,Luca Harwood,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luke-webb,Luke Webb,P,0.0,2.0,0.0,1.0,0.0,18.0,45.0
mark-philipson,Mark Philipson,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matt-hanna,Matt Hanna,P,0.0,0.0,0.0,0.0,0.0,0.0,7.0
max-trifillis,Max Trifillis,P,2.0,1.0,2.0,0.0,0.0,25.0,48.0
michael-maroon,Michael Maroon,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mike-campanella,Mike Campanella,P,0.0,0.0,0.0,0.0,0.0,-2.0,21.0
nate-little,Nate Little,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nate-long,Nate Long,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nathanial-dick,Nathanial Dick,P,1.0,0.0,0.0,0.0,0.0,8.0,233.0
orion-cable,Orion Cable,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oscar-graff,Oscar Graff,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
owen-cordes,Owen Cordes,P,0.0,1.0,0.0,0.0,0.0,-14.0,45.0
paul-owens,Paul Owens,P,2.0,0.0,0.0,3.0,2.0,318.0,30.0
peter-boerth,Peter Boerth,P,3.0,0.0,0.0,0.0,1.0,92.0,26.0
phillip-joyce,Phillip Joyce,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raymond-malachi,Raymond Malachi,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reed-browning,Reed Browning,P,0.0,0.0,0.0,1.0,0.0,36.0,-8.0
roan-dunkerley,Roan Dunkerley,P,1.0,1.0,0.0,1.0,0.0,72.0,18.0
rocco-linehan,Rocco Linehan,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ryan-flamberg,Ryan Flamberg,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scott-heyman,Scott Heyman,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sean-mott,Sean Mott,P,1.0,0.0,1.0,0.0,2.0,86.0,63.0
simon-carapella,Simon Carapella,P,0.0,0.0,0.0,2.0,1.0,258.0,-34.0
tannor-johnson,Tannor Johnson,P,3.0,0.0,0.0,1.0,0.0,132.0,126.0
topher-davis,Topher Davis,P,0.0,1.0,0.0,0.0,0.0,-15.0,32.0
trevor-griesman,Trevor Griesman,P,1.0,1.0,0.0,0.0,0.0,50.0,5.0
turner-allen,Turner Allen,P,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tyler-chan,Tyler Chan,P,0.0,0.0,0.0,4.0,0.0,199.0,5.0
tyler-degirolamo,Tyler DeGirolamo,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zach-singer,Zach Singer,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
