player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-hom,Aaron Hom,P,1.0,,,10.0,8.0,,1.0,2.0,2.0,,,9.0,,100.0,128.0
aaron-rosenthal,Aaron Rosenthal,P,1.0,,,9.0,7.0,1.0,3.0,,,,,9.0,,87.0,45.0
avi-taylor,Avi Taylor,P,,2.0,1.0,,,,,,,,,,1.0,,
brandon-fein,Brandon Fein,P,1.0,2.0,1.0,11.0,15.0,,1.0,1.0,1.0,11.0,,16.0,,-26.0,161.0
camden-mah,Camden Mah,P,2.0,,,3.0,3.0,,,,,,,3.0,,22.0,18.0
conor-bauman,Conor Bauman,P,,1.0,,9.0,13.0,2.0,3.0,1.0,1.0,7.0,,14.0,1.0,6.0,112.0
dylan-burns,Dylan Burns,P,2.0,1.0,,16.0,14.0,,1.0,1.0,,,,16.0,,132.0,117.0
evan-magsig,Evan  Magsig,P,,1.0,,15.0,19.0,1.0,1.0,1.0,,,,22.0,3.0,51.0,59.0
gavin-may,Gavin May,P,1.0,1.0,,2.0,2.0,,1.0,1.0,,,,3.0,,31.0,19.0
genichi-nakano,Genichi Nakano,P,,1.0,,,,1.0,,,2.0,,,,,,
jared-johnson,JARED JOHNSON,FB/P/OT/RB/WR,,1.0,,,,1.0,,,,,,,,,
jackson-de-campos,Jackson de Campos,P,2.0,,,12.0,17.0,,,1.0,,,,18.0,1.0,63.0,71.0
joel-caswell,Joel Caswell,P,,1.0,,,,,1.0,,,,,,,,
keenan-laurence,Keenan Laurence,P,,,,8.0,6.0,,,,,,,7.0,1.0,75.0,51.0
kushal-khangaonkar,Kushal Khangaonkar,P,1.0,1.0,,10.0,9.0,,1.0,2.0,,,,11.0,2.0,63.0,40.0
lucas-henry,Lucas Henry,P,,,,,,1.0,,,,,,,1.0,,
mac-hecht,Mac Hecht,P,2.0,,,22.0,24.0,1.0,1.0,1.0,,,,28.0,3.0,21.0,195.0
martis-artis,Martis Artis,P,,2.0,,8.0,7.0,,1.0,,,,,7.0,,161.0,-9.0
matthew-burke,Matthew Burke,P,2.0,2.0,1.0,3.0,5.0,,1.0,,,,,5.0,,35.0,39.0
max-williams,Max Williams,P,,,,8.0,5.0,,3.0,,,,,5.0,,83.0,-2.0
morgan-sommer,Morgan Sommer,P,,,,7.0,6.0,,,0.0,,,,10.0,4.0,87.0,55.0
nate-knutson,Nate Knutson,P,,3.0,,,,,,,,,,,,,
patrick-buermeyer,Patrick Buermeyer,P,,,,,,2.0,,,,,,,5.0,,
quinn-buermeyer,Quinn Buermeyer,P,1.0,2.0,,,,1.0,,,,1.0,1.0,,,,
raekwon-adkins,Raekwon Adkins,P,,1.0,,8.0,6.0,2.0,1.0,,,,,7.0,1.0,85.0,37.0
rafael-castro,Rafael Castro,P,,1.0,1.0,8.0,4.0,2.0,3.0,,,,,6.0,2.0,98.0,32.0
robin-vickers-batzdorf,Robin Vickers Batzdorf,P,1.0,,,12.0,11.0,,2.0,1.0,,8.0,,14.0,2.0,32.0,1.0
sam-gordon-koven,Sam Gordon-Koven,P,,,,,,1.0,,,,,,,,,
walker-frankenberg,Walker Frankenberg,P,4.0,1.0,,22.0,21.0,,1.0,2.0,,,,22.0,,210.0,195.0
wyatt-berreman,Wyatt Berreman,P,2.0,2.0,,8.0,8.0,1.0,1.0,3.0,1.0,,,8.0,,186.0,70.0
