player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
angela-menardi,Angela Menardi,,1.0,1.0,0.0,6.0,5.0
bongkwang-nam,Bongkwang Nam,,0.0,1.0,1.0,5.0,6.0
egidio-marchese,Egidio Marchese,,1.0,1.0,0.0,6.0,5.0
fabrizio-bich,Fabrizio Bich,,1.0,1.0,0.0,6.0,5.0
giuliana-turra,Giuliana Turra,,1.0,1.0,0.0,6.0,5.0
huitae-yang,Huitae Yang,,0.0,1.0,1.0,5.0,6.0
hyeonchul-lee,Hyeonchul Lee,,0.0,1.0,1.0,5.0,6.0
jinho-cha,Jinho Cha,,0.0,1.0,1.0,5.0,6.0
matteo-ronzani,Matteo Ronzani,,1.0,1.0,0.0,6.0,5.0
min-ja-bang,Min Ja Bang,,0.0,1.0,1.0,5.0,6.0
