player_id,player_name,positions,def_int,def_sack,def_solo,def_tot,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
john-white,John White,RB,,,,,,,,,,,,,,11.0,2.0,4.0,,2.0,16.0,,,,,,12.0,8.0,,38.0,,,,,,,,,,
jon-ryan,Jon Ryan,P,,,,,,,,,,,,,,,,,,,,53.0,4.0,3.0,37.0,173.0,,,,,,,,,,,,,,
jordan-williams-lambert,Jordan Williams-Lambert,WR,,,,,,,,,,,,,,22.0,2.0,2.0,,15.0,31.0,,1.0,,,,,,,,,,,,,,,,,
josh-bartel,Josh Bartel,K/P,,,,,,,,,,,,,,,,,,,,53.0,3.0,3.0,16.0,134.0,,,,,,,,,,,,,,
kevin-haynes,Kevin Haynes,LB,,1.0,4.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korey-toomer,Korey Toomer,LB/DB,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kyran-moore,Kyran Moore,WR,,,,,,,,,,,,,,10.0,5.0,5.0,1.0,19.0,35.0,,,,,,,,,,1.0,6.0,,1.0,,,,,,
lj-mccray,L.J. McCray,DB,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loucheiz-purifoy,Loucheiz Purifoy,DB,,,1.0,1.0,,,,,,,,,,,,,,,,34.0,3.0,,,79.0,,,,,,,,,,,,,,
makana-henry,Makana Henry,DL/DB,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maleki-harris,Maleki Harris,LB,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marcus-thigpen,Marcus Thigpen,RB,,,,,,,,,,,,,,9.0,1.0,1.0,,2.0,9.0,12.0,3.0,,,16.0,2.0,4.0,,6.0,,,,,,,,,,
mat-boesen,Mat Boesen,DB/DE,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mike-edem,Mike Edem,S/DB,,2.0,3.0,3.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naaman-roosevelt,Naaman Roosevelt,WR,,,,,,,,,,,,,,24.0,7.0,12.0,,17.0,106.0,,,,,,,,,,,,,,,,,,,
nick-marshall,Nick Marshall,DB,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
philip-blake,Philip Blake,OL,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phillip-norman,Phillip Norman,OL,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rashaun-simonise,Rashaun Simonise,WR,,,,,,,,,,,,,,18.0,2.0,2.0,,1.0,27.0,,,,,,,,,,,,,,,,,,,
ryan-lankford,Ryan Lankford,WR,,,,,,,,,,,,,,,,,,,,20.0,3.0,,,37.0,,,,,,,,,,,,,,
sergio-castillo,Sergio CASTILLO,K,,,,,,,,,,,,,,,,,,,,65.0,4.0,4.0,79.0,196.0,,,,,,13.0,,,4.0,4.0,50.0,13.0,1.0,1.0
shaquelle-evans,Shaquelle Evans,WR,,,,,,,,,,,,,,14.0,3.0,4.0,,11.0,34.0,,,,,,,,,,,,,,,,,,,
shaquille-johnson,Shaquille Johnson,WR,,,,,,,,,,,,,,9.0,5.0,5.0,,6.0,26.0,,,,,,,,,,,,,,,,,,,
solomon-elimimian,Solomon Elimimian,LB,,1.0,8.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tj-lee,T.J. Lee,DB,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
victor-gamboa,Victor Gamboa,DB,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
william-powell,William Powell,RB,,,,,,,,,,,,,,3.0,1.0,1.0,,3.0,3.0,,,,,,15.0,16.0,1.0,111.0,,6.0,1.0,1.0,,,,,,
zack-evans,Zack Evans,DL/DB,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
