player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
andrew-padula,Andrew Padula,P,,,1.0,,,1.0,,,,,,,43.0,
brandon-fein,Brandon Fein,P,1.0,1.0,3.0,4.0,,,,,11.0,,4.0,,10.0,3.0
brandon-van-deusen,Brandon Van Deusen,P,7.0,,45.0,59.0,,1.0,3.0,4.0,,,59.0,,145.0,580.0
calvin-brown,Calvin Brown,P,1.0,,6.0,6.0,,1.0,1.0,1.0,,,6.0,,64.0,75.0
chris-lung,Chris Lung,P,3.0,,22.0,27.0,,1.0,3.0,1.0,,,28.0,1.0,104.0,297.0
chris-mazur,Chris Mazur,P,,,5.0,6.0,,,,,5.0,,7.0,1.0,-15.0,21.0
conor-bauman,Conor Bauman,P,,,8.0,8.0,,,,,9.0,,8.0,,17.0,49.0
dexter-clyburn,Dexter Clyburn,P,,,28.0,22.0,1.0,5.0,2.0,,,,24.0,2.0,217.0,99.0
dylan-nice,Dylan Nice,P,1.0,1.0,3.0,4.0,,,1.0,,,,4.0,,5.0,23.0
evan-magsig,Evan  Magsig,P,,,16.0,18.0,,1.0,2.0,,,1.0,18.0,,118.0,105.0
everest-shapiro,Everest Shapiro,P,,,14.0,13.0,1.0,1.0,3.0,,,,13.0,,249.0,94.0
garrett-santi,Garrett Santi,P,,1.0,4.0,5.0,1.0,,,,17.0,,5.0,,26.0,14.0
gavin-may,Gavin May,P,,,10.0,8.0,,1.0,1.0,,,,9.0,1.0,144.0,41.0
ian-ladner,Ian Ladner,P,,,1.0,1.0,,,,,,,1.0,,-4.0,7.0
keenan-laurence,Keenan Laurence,P,2.0,,12.0,11.0,,1.0,2.0,,,,11.0,,265.0,68.0
kyle-lew,Kyle  Lew,P/WR,1.0,,15.0,16.0,,,1.0,1.0,,,18.0,2.0,52.0,113.0
kyle-johnson,Kyle Johnson,P/WR,,,9.0,8.0,,1.0,,,,,9.0,1.0,64.0,77.0
lukas-ambrose,Lukas Ambrose,P,,2.0,6.0,5.0,,,,,,,6.0,1.0,58.0,16.0
mac-hecht,Mac Hecht,P,7.0,,54.0,63.0,,,6.0,3.0,,,66.0,3.0,190.0,703.0
marcel-osborne,Marcel Osborne,P,4.0,,33.0,25.0,,4.0,4.0,2.0,,,29.0,3.0,313.0,213.0
matt-barcellos,Matt Barcellos,P,2.0,1.0,15.0,15.0,,1.0,1.0,,,,15.0,,95.0,63.0
matthew-burke,Matthew Burke,P,,,3.0,1.0,,2.0,,,,,1.0,,44.0,-12.0
max-williams,Max Williams,P,1.0,,6.0,3.0,,3.0,,,,,3.0,,119.0,28.0
michael-kiyoi,Michael Kiyoi,P,2.0,,18.0,15.0,,3.0,,,,,16.0,1.0,197.0,92.0
mitchell-steiner,Mitchell Steiner,P,,2.0,6.0,6.0,,1.0,1.0,,3.0,,6.0,,69.0,0.0
morgan-sommer,Morgan Sommer,P,,,2.0,2.0,,1.0,1.0,,,,2.0,,25.0,9.0
nate-kirchhofer,Nate Kirchhofer,P,,,1.0,1.0,,,,,,,1.0,,-18.0,7.0
patrick-xu,Patrick Xu,P,,1.0,5.0,5.0,,1.0,,,,,5.0,,59.0,81.0
pawel-janas,Pawel Janas,P,5.0,,43.0,54.0,,1.0,6.0,1.0,,,54.0,,111.0,419.0
raekwon-adkins,Raekwon Adkins,P,1.0,1.0,4.0,3.0,,1.0,,1.0,,,3.0,,54.0,59.0
robin-vickers-batzdorf,Robin Vickers Batzdorf,P,,1.0,4.0,6.0,,,2.0,,2.0,,6.0,,12.0,36.0
sam-cook,Sam Cook,P,1.0,,18.0,13.0,,5.0,3.0,,,,13.0,,293.0,39.0
sean-mcdougall,Sean McDougall,P,2.0,1.0,31.0,25.0,,5.0,1.0,4.0,,,27.0,2.0,305.0,223.0
walker-frankenberg,Walker Frankenberg,P,3.0,,22.0,17.0,,4.0,,,,,18.0,,320.0,82.0
wyatt-berreman,Wyatt Berreman,P,1.0,2.0,5.0,5.0,,,,,,,5.0,,39.0,29.0
zac-schakner,Zac Schakner,P,1.0,,2.0,1.0,,,,,,,2.0,1.0,16.0,15.0
