player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aileen-geving,Aileen Geving,,0.0,1.0,1.0,8.0,9.0
cory-thiesse,Cory Thiesse,,0.0,1.0,1.0,8.0,9.0
emma-miskew,Emma Miskew,,1.0,1.0,0.0,9.0,8.0
rachel-brown,Rachel Brown,,1.0,1.0,0.0,9.0,8.0
rachel-homan,Rachel Homan,,1.0,1.0,0.0,9.0,8.0
sarah-wilkes,Sarah Wilkes,,1.0,1.0,0.0,9.0,8.0
tabitha-peterson,Tabitha Peterson,,0.0,1.0,1.0,8.0,9.0
tara-peterson,Tara Peterson,,0.0,1.0,1.0,8.0,9.0
taylor-anderson,Taylor Anderson,,0.0,1.0,1.0,8.0,9.0
tracy-fleury,Tracy Fleury,,1.0,1.0,0.0,9.0,8.0
