player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
abby-whitbread,Abby Whitbread,,0.0,1.0,1.0,6.0,8.0
allie-iskiw,Allie Iskiw,,0.0,1.0,1.0,6.0,8.0
alyssa-nedohin,Alyssa Nedohin,,0.0,1.0,1.0,6.0,8.0
chloe-fediuk,Chloe Fediuk,,0.0,1.0,1.0,6.0,8.0
emma-waltenberger,Emma Waltenberger,,1.0,1.0,0.0,8.0,6.0
jule-lang,Jule Lang,,1.0,1.0,0.0,8.0,6.0
marina-schwarz,Marina Schwarz,,1.0,1.0,0.0,8.0,6.0
matilda-pyroth,Matilda Pyroth,,1.0,1.0,0.0,8.0,6.0
myla-plett,Myla Plett,,0.0,1.0,1.0,6.0,8.0
sara-messenzehl,Sara Messenzehl,,1.0,1.0,0.0,8.0,6.0
