player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
aj-tarpley,A.J. Tarpley,DB,4.0,,,,,,,,,,,,,27.0,27.0,1.0,27.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,
alex-barrett,Alex Barrett,DE/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
alonzo-moore,Alonzo Moore,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,1.0,
andrew-stelter,Andrew Stelter,DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
arthur-miley,Arthur Miley,DL/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
austin-larkin,Austin Larkin,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
ben-johnson,Ben Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,1.0,,,,,2.0,
brian-brown,Brian Brown,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,2.0,,,,,3.0,
chase-dutra,Chase Dutra,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
cole-hunt,Cole Hunt,WR,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,9.0,1.0,,,,1.0,2.0,
damarius-travis,Damarius Travis,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
damontre-moore,Damontre Moore,DL/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
danny-ezechukwu,Danny Ezechukwu,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
darnell-leslie,Darnell Leslie,DB/LB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
david-cobb,David Cobb,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,3.0,0.0,8.0,,1.0,
devante-bausby,De\'Vante Bausby,CB/DB,0.0,,,,,,,,,,,,,18.0,18.0,0.0,18.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,
deion-barnes,Deion Barnes,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
demarcus-ayers,Demarcus Ayers,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,2.0,,,,,5.0,
derron-smith,Derron Smith,DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
donny-hageman,Donny Hageman,,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
dontez-ford,Dontez Ford,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.0,2.0,,,,,3.0,
duke-thomas,Duke Thomas,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
eric-pinkins,Eric Pinkins,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
evan-rodriguez,Evan Rodriguez,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,1.0,,,,,2.0,
gavin-escobar,Gavin Escobar,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,40.0,4.0,,,,,4.0,
gelen-robinson,Gelen Robinson,DL/DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
greg-ward,Greg Ward,WR,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,24.0,2.0,,,,,4.0,
jaquan-gardner,Ja'Quan Gardner,RB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,21.0,2.0,12.0,1.0,122.0,1.0,2.0,
jayrone-elliott,Jayrone Elliott,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
