player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
greg-dent,Greg Dent,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,6.0,2.0,3.2,11.0,13.0,0.0,42.0,,,,,,,,
isaiah-lewis,Isaiah Lewis,DB/DL,0.0,1.0,0.0,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,
isaiah-robinson,Isaiah Robinson,WR,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,0.0,12.0,1.0,-1.0,0.0,1.0,0.0,-1.0,,,0.0,1.0,,,,
james-pitre,James Pitre,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,0.0,,
jamon-langford,Jamon Langford,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,11.0,0.0,53.0,7.0,,,,,,,,0.0,1.0,,,,
jazzir-merricks,Jazzir Merricks,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
jeremiah-flores,Jeremiah Flores,WR,,,,2.0,0.0,0.0,,,,,,,,,,,0.0,44.7,0.0,0.0,134.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jordan-semanat,Jordan Semanat,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,4.0,5.0,2.5,0.0,,
justin-clarkson,Justin Clarkson,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,,
kaleb-macaway,Kaleb Macaway,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,
kyler-henson,Kyler Henson,WR,2.0,1.0,0.0,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,
lovell-armstead,Lovell Armstead,RB,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,14.0,6.0,,17.0,0.0,18.0,,,,,,-10.0,0.0,2.0,0.0,-20.0,,,,,,,,
luiz-ferreira,Luiz Ferreira,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,1.0,7.0,1.0,17.0,17.0,1.0,0.0,17.0,,,,,,,,
marvin-taylor,Marvin Taylor,,,,,1.0,32.0,1.0,,,,,,,,,,2.0,3.0,,,,,,19.5,26.0,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
phillip-harding,Phillip Harding,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
raheem-harvey,Raheem Harvey,WR,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,
rashad-flanders,Rashad Flanders,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,3.0,,,,
raymond-alexander,Raymond Alexander,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
robi-stuart,Robi Stuart,DL,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,4.0,,,,
rodrick-washington-jr,Rodrick Washington Jr,WR,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4.0,4.0,,11.0,1.0,29.0,,,,,,4.7,10.0,3.0,0.0,14.0,,,,,,,,
shane-meerbott,Shane Meerbott,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,
simeon-burns,Simeon Burns,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
trayvon-culbert,Trayv'on Culbert,WR,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,13.0,5.0,,11.0,0.0,39.0,,,,,,-0.5,2.0,2.0,1.0,-1.0,,,,,,,,
tyre-williams,Tyre Williams,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,
zacharaus-gentry,Zacharaus Gentry,DB,0.0,,,,,,,,,,,,,,,2.0,,,,,,,16.5,22.0,0.0,33.0,,,,,,,3.5,7.0,0.0,7.0,2.0,,,,,,,,2.0,2.0,,,,
zachary-fondal,Zachary Fondal,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
