player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-athanaze,A Athanaze,,14.0,1.0,0.0,3.0,18.0,1.0,,,,,,,1.0,,1.0
ad-hales,AD Hales,,11.0,1.0,0.0,2.0,7.0,0.0,,,,,,,,,1.0
ad-russell,AD Russell,,5.0,1.0,1.0,6.0,10.0,1.0,12.0,0.0,0.0,20.0,0.0,0.0,,,1.0
ads-fletcher,ADS Fletcher,,54.0,6.0,0.0,2.0,67.0,2.0,,,,,,,,,1.0
aj-hosein,AJ Hosein,,1.0,0.0,0.0,7.0,0.0,0.0,18.0,0.0,0.0,33.0,0.0,0.0,,,1.0
ar-nedd,AR Nedd,,,,,,,,12.0,0.0,0.0,26.0,1.0,0.0,,,1.0
c-munro,C Munro,,11.0,3.0,0.0,1.0,17.0,0.0,,,,,,,,,1.0
dm-bravo,DM Bravo,,25.0,1.0,0.0,3.0,21.0,1.0,,,,,,,1.0,,1.0
e-lewis,E Lewis,,25.0,1.0,0.0,1.0,42.0,4.0,,,,,,,,,1.0
jo-holder,JO Holder,,9.0,0.0,0.0,4.0,7.0,0.0,24.0,0.0,0.0,25.0,2.0,2.0,1.0,,1.0
ju-goolie,JU Goolie,,1.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,22.0,0.0,0.0,2.0,,1.0
ka-pollard,KA Pollard,,29.0,2.0,0.0,5.0,65.0,8.0,,,,,,,,,1.0
kr-mayers,KR Mayers,,4.0,0.0,0.0,5.0,3.0,0.0,6.0,0.0,0.0,11.0,1.0,0.0,,,1.0
mckenny-clarke,McKenny Clarke,,,,,,,,,,,,,,1.0,,1.0
mohammad-amir,Mohammad Amir,,,,,,,,22.0,0.0,0.0,29.0,2.0,2.0,,,1.0
mohammad-rizwan,Mohammad Rizwan,,7.0,0.0,1.0,7.0,10.0,1.0,,,,,,,,1.0,1.0
n-bidaisee,N Bidaisee,,6.0,1.0,1.0,8.0,12.0,1.0,18.0,0.0,0.0,30.0,1.0,1.0,,,1.0
n-edward,N Edward,,,,,,,,20.0,0.0,0.0,30.0,3.0,3.0,1.0,,1.0
n-pooran,N Pooran,,38.0,4.0,0.0,4.0,52.0,3.0,,,,,,,,,1.0
naseem-shah,Naseem Shah,,,,,,,,24.0,0.0,0.0,25.0,0.0,1.0,1.0,,1.0
sp-narine,SP Narine,,,,,,,,24.0,0.0,0.0,22.0,0.0,0.0,1.0,,1.0
usman-tariq,Usman Tariq,,,,,,,,24.0,0.0,0.0,32.0,1.0,2.0,,,1.0
waqar-salamkheil,Waqar Salamkheil,,,,,,,,24.0,0.0,0.0,37.0,0.0,0.0,,,1.0
