player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-orfila,A Orfila,,,,,,,,18.0,0.0,1.0,20.0,1.0,1.0,,1.0
amar-sharma,Amar Sharma,,,,,,,,24.0,0.0,0.0,35.0,0.0,2.0,,1.0
b-arora,B Arora,,49.0,5.0,1.0,1.0,59.0,2.0,24.0,0.0,0.0,28.0,0.0,2.0,,1.0
bilal-muhammad,Bilal Muhammad,,,,,,,,24.0,1.0,0.0,15.0,2.0,0.0,,1.0
cj-delany,CJ Delany,,42.0,6.0,0.0,3.0,53.0,0.0,,,,,,,,1.0
cv-harrison,CV Harrison,,,,,,,,12.0,0.0,1.0,23.0,0.0,1.0,,1.0
e-packard,E Packard,,10.0,0.0,0.0,1.0,3.0,0.0,24.0,0.0,0.0,23.0,0.0,1.0,1.0,1.0
j-shaju,J Shaju,,,,,,,,12.0,0.0,0.0,19.0,0.0,2.0,,1.0
ja-fitzgerald,JA Fitzgerald,,8.0,1.0,0.0,4.0,10.0,0.0,3.0,0.0,0.0,8.0,0.0,1.0,,1.0
k-nestor,K Nestor,,4.0,0.0,1.0,5.0,4.0,0.0,24.0,0.0,0.0,30.0,1.0,3.0,1.0,1.0
l-bruce,L Bruce,,53.0,5.0,0.0,2.0,60.0,0.0,12.0,0.0,0.0,16.0,0.0,3.0,,1.0
m-goonetilleke,M Goonetilleke,,,,,,,,,,,,,,1.0,1.0
p-hatchman,P Hatchman,,2.0,1.0,1.0,7.0,6.0,0.0,,,,,,,,1.0
rj-hatchman,RJ Hatchman,,2.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,1.0,26.0,0.0,1.0,,1.0
ssm-stanislaus,SSM Stanislaus,,15.0,3.0,0.0,3.0,22.0,0.0,,,,,,,,1.0
vp-thamotharam,VP Thamotharam,,4.0,0.0,1.0,4.0,3.0,0.0,12.0,0.0,1.0,21.0,0.0,2.0,,1.0
washeem-abbas,Washeem Abbas,,,,,,,,24.0,0.0,0.0,29.0,3.0,0.0,,1.0
zeeshan-khan,Zeeshan Khan,,40.0,5.0,0.0,2.0,47.0,1.0,,,,,,,,1.0
