player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
alexander-hollins,Alexander HOLLINS,WR,,,,,,,0.0,15.0,2.0,,,
bc-dst,BC DST,DST,,,,,,50.0,,,,,,1.0
bc-k,BC K,K,,63.0,,,,,,,,,,
bc-qb,BC QB,QB,,,2.0,,189.0,,,,,,13.0,
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,0.0,7.0,1.0,2.0,67.0,
dalton-schoen,Dalton SCHOEN,WR,,,,,,,2.0,137.0,5.0,,,
dane-evans,Dane Evans,QB,,,2.0,0.0,113.0,,,,,,,
david-mackie,David Mackie,FB/RB,,,,,,,0.0,3.0,1.0,,,
dominique-davis,Dominique Davis,QB,,,0.0,0.0,76.0,,,,,0.0,13.0,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,0.0,40.0,4.0,,,
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,0.0,41.0,3.0,,,
dru-brown,Dru Brown,QB,,,0.0,1.0,78.0,,,,,,,
greg-mccrae,Greg McCrae,RB,,,,,,,0.0,0.0,0.0,0.0,11.0,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,0.0,10.0,1.0,,,
johnny-augustine,Johnny AUGUSTINE,RB,,,,,,,,,,0.0,5.0,
justin-mcinnis,Justin MCINNIS,WR,,,,,,,0.0,0.0,0.0,,,
kenny-lawler,Kenny Lawler,WR,,,,,,,1.0,200.0,7.0,,,
keon-hatcher,Keon HATCHER,WR,,,,,,,0.0,60.0,4.0,,,
lucky-whitehead,Lucky Whitehead,WR,,,,,,,0.0,39.0,5.0,,,
nic-demski,Nic DEMSKI,WR,,,,,,,1.0,62.0,5.0,0.0,21.0,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,1.0,57.0,1.0,0.0,4.0,
sean-whyte,Sean WHYTE,K,,63.0,,,,,,,,,,
sergio-castillo,Sergio CASTILLO,K,5.0,76.0,,,,,,,,,,
taquan-mizzell,Taquan Mizzell,RB,,,,,,,0.0,22.0,3.0,0.0,50.0,
tyrrell-pigrome,Tyrrell Pigrome,QB,,,0.0,0.0,0.0,,,,,0.0,7.0,
wpg-dst,WPG DST,DST,,,,,,14.0,,,,,,2.0
wpg-k,WPG K,K,5.0,76.0,,,,,,,,,,
wpg-qb,WPG QB,QB,,,1.0,4.0,447.0,,,,,,,
zach-collaros,Zach COLLAROS,QB,,,1.0,3.0,369.0,,,,,,,
