player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-bohara,A Bohara,,,,,,,,12.0,0.0,0.0,9.0,1.0,0.0,,1.0,1.0
a-yadav,A Yadav,,20.0,0.0,0.0,5.0,11.0,0.0,,,,,,,,,1.0
aakash-tripathi,Aakash Tripathi,,4.0,0.0,1.0,8.0,4.0,0.0,,,,,,,,,1.0
aasif-sheikh,Aasif Sheikh,,10.0,2.0,0.0,2.0,11.0,0.0,,,,,,,,,1.0
b-bhandari,B Bhandari,,55.0,3.0,1.0,2.0,58.0,3.0,,,,,,,,1.0,1.0
bj-mcmullen,BJ McMullen,,19.0,1.0,0.0,3.0,25.0,1.0,6.0,0.0,0.0,9.0,0.0,0.0,2.0,,1.0
bkel-milantha,BKEL Milantha,,14.0,2.0,0.0,1.0,12.0,0.0,,,,,,,,,1.0
ds-airee,DS Airee,,16.0,1.0,1.0,4.0,20.0,1.0,24.0,0.0,0.0,29.0,3.0,0.0,,1.0,1.0
h-thaker,H Thaker,,14.0,1.0,0.0,4.0,12.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,,,1.0
harmeet-singh-2,Harmeet Singh (2),,,,,,,,24.0,0.0,0.0,13.0,0.0,0.0,,,1.0
i-pandey,I Pandey,,,,,,,,6.0,0.0,0.0,10.0,0.0,0.0,,,1.0
jds-neesham,JDS Neesham,,23.0,3.0,0.0,6.0,45.0,3.0,18.0,0.0,0.0,25.0,0.0,2.0,2.0,,1.0
k-mahato,K Mahato,,2.0,0.0,0.0,10.0,2.0,0.0,18.0,0.0,0.0,14.0,1.0,1.0,,,1.0
ln-rajbanshi,LN Rajbanshi,,,,,,,,24.0,0.0,0.0,37.0,1.0,1.0,,,1.0
mohammad-mohsin,Mohammad Mohsin,,6.0,0.0,0.0,7.0,3.0,0.0,21.0,0.0,0.0,33.0,0.0,1.0,,,1.0
n-saud,N Saud,,,,,,,,6.0,0.0,0.0,11.0,0.0,0.0,,,1.0
s-kansakar,S Kansakar,,24.0,4.0,0.0,3.0,26.0,0.0,,,,,,,,,1.0
s-malla,S Malla,,3.0,0.0,0.0,9.0,3.0,0.0,18.0,0.0,0.0,20.0,0.0,0.0,,,1.0
sa-zaib,SA Zaib,,21.0,3.0,0.0,1.0,32.0,2.0,18.0,0.0,0.0,20.0,2.0,0.0,,,1.0
sc-kuggeleijn,SC Kuggeleijn,,,,,,,,24.0,0.0,0.0,32.0,1.0,3.0,,,1.0
