player_id,player_name,positions,interceptions_lost,interceptions_made,passing_tds,passing_yards,points_against,rushing_tds,rushing_yards,sacks
mtl-dst,MTL DST,DST,,0.0,,,0.0,,,0.0
mtl-qb,MTL QB,QB,1.0,,1.0,272.0,,,,
ott-dst,OTT DST,DST,,0.0,,,0.0,,,0.0
ott-qb,OTT QB,QB,0.0,,0.0,162.0,,,,
vernon-adams-jr,Vernon ADAMS JR.,QB,0.0,,2.0,258.0,,0.0,9.0,
