player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
ad-hales,AD Hales,,19.0,9.0,0.0,2.0,49.0,1.0,,,,,,,,1.0
b-laughlin,B Laughlin,,,,,,,,6.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0
de-bollinger,DE Bollinger,,,,,,,,12.0,0.0,0.0,21.0,0.0,0.0,,1.0
ep-gulbis,EP Gulbis,,,,,,,,6.0,0.0,0.0,24.0,0.0,1.0,1.0,1.0
jm-mennie,JM Mennie,,,,,,,,6.0,0.0,0.0,13.0,0.0,0.0,,1.0
m-klinger,M Klinger,,17.0,5.0,1.0,1.0,32.0,1.0,,,,,,,,1.0
xj-doherty,XJ Doherty,,,,,,,,6.0,0.0,0.0,17.0,0.0,1.0,,1.0
