player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-zampa,A Zampa,,12.0,2.0,1.0,8.0,14.0,0.0,20.0,0.0,0.0,25.0,1.0,0.0,,1.0
bm-duckett,BM Duckett,,16.0,1.0,0.0,3.0,25.0,1.0,,,,,,,1.0,1.0
da-miller,DA Miller,,7.0,0.0,0.0,5.0,3.0,0.0,,,,,,,1.0,1.0
da-payne,DA Payne,,,,,,,,20.0,0.0,0.0,33.0,1.0,2.0,1.0,1.0
dr-briggs,DR Briggs,,,,,,,,10.0,0.0,0.0,24.0,0.0,0.0,,1.0
gls-scrimshaw,GLS Scrimshaw,,,,,,,,20.0,0.0,0.0,31.0,1.0,0.0,1.0,1.0
jj-cobb,JJ Cobb,,7.0,0.0,0.0,6.0,11.0,1.0,,,,,,,,1.0
jj-roy,JJ Roy,,10.0,1.0,0.0,1.0,10.0,0.0,,,,,,,,1.0
jm-clarke,JM Clarke,,29.0,3.0,0.0,1.0,37.0,2.0,,,,,,,,1.0
jt-ball,JT Ball,,,,,,,,20.0,0.0,1.0,32.0,0.0,2.0,,1.0
me-milnes,ME Milnes,,,,,,,,20.0,0.0,0.0,24.0,0.0,0.0,1.0,1.0
mohammad-hasnain,Mohammad Hasnain,,,,,,,,10.0,0.0,1.0,10.0,0.0,1.0,,1.0
oj-pope,OJ Pope,,4.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
rf-higgins,RF Higgins,,5.0,0.0,1.0,7.0,6.0,0.0,20.0,0.0,0.0,31.0,2.0,0.0,,1.0
rr-rossouw,RR Rossouw,,4.0,1.0,0.0,3.0,5.0,0.0,,,,,,,,1.0
sm-curran,SM Curran,,23.0,1.0,0.0,5.0,26.0,1.0,20.0,0.0,0.0,24.0,1.0,1.0,1.0,1.0
sp-narine,SP Narine,,5.0,1.0,1.0,6.0,6.0,0.0,20.0,0.0,0.0,21.0,3.0,1.0,,1.0
sw-billings,SW Billings,,13.0,1.0,0.0,4.0,14.0,0.0,,,,,,,,1.0
t-banton,T Banton,,21.0,0.0,0.0,2.0,15.0,1.0,,,,,,,,1.0
tk-curran,TK Curran,,1.0,1.0,1.0,7.0,4.0,0.0,20.0,1.0,0.0,14.0,2.0,0.0,,1.0
wg-jacks,WG Jacks,,45.0,7.0,0.0,2.0,81.0,4.0,,,,,,,,1.0
