player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-bohara,A Bohara,,3.0,0.0,0.0,11.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
aarif-sheikh,Aarif Sheikh,,6.0,1.0,0.0,4.0,6.0,0.0,,,,,,,,1.0
abhishesh-gautam,Abhishesh Gautam,,,,,,,,18.0,0.0,0.0,15.0,0.0,2.0,,1.0
b-bhandari,B Bhandari,,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,1.0
d-adhikari,D Adhikari,,13.0,1.0,0.0,1.0,42.0,5.0,,,,,,,1.0,1.0
d-bohara,D Bohara,,1.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,1.0
d-nath,D Nath,,1.0,0.0,1.0,6.0,1.0,0.0,,,,,,,,1.0
djm-short,DJM Short,,13.0,3.0,0.0,2.0,14.0,0.0,,,,,,,2.0,1.0
ds-airee,DS Airee,,20.0,0.0,0.0,5.0,13.0,1.0,12.0,0.0,0.0,29.0,1.0,1.0,1.0,1.0
h-dhami,H Dhami,,9.0,0.0,1.0,10.0,7.0,1.0,6.0,0.0,0.0,9.0,2.0,0.0,,1.0
harmeet-singh-2,Harmeet Singh (2),,11.0,0.0,0.0,8.0,10.0,1.0,12.0,0.0,0.0,13.0,0.0,0.0,,1.0
i-pandey,I Pandey,,51.0,1.0,0.0,1.0,33.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,,1.0
m-subasingha,M Subasingha,,,,,,,,12.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0
n-dickwella,N Dickwella,,12.0,1.0,1.0,3.0,11.0,0.0,,,,,,,,1.0
p-mehra,P Mehra,,1.0,0.0,0.0,7.0,0.0,0.0,,,,,,,,1.0
r-trumpelmann,R Trumpelmann,,,,,,,,13.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0
rk-paudel,RK Paudel,,12.0,2.0,0.0,4.0,16.0,1.0,24.0,0.0,0.0,12.0,3.0,1.0,,1.0
s-jora,S Jora,,3.0,0.0,0.0,5.0,0.0,0.0,,,,,,,2.0,1.0
s-malla,S Malla,,,,,,,,24.0,0.0,0.0,18.0,3.0,0.0,,1.0
sc-kuggeleijn,SC Kuggeleijn,,8.0,0.0,0.0,9.0,10.0,1.0,12.0,0.0,0.0,22.0,0.0,0.0,1.0,1.0
sp-jackson,SP Jackson,,3.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,1.0
tr-bhandari,TR Bhandari,,,,,,,,24.0,0.0,0.0,26.0,1.0,0.0,,1.0
