player_id,player_name,positions,fg_made,pass_td,recv_td,rush_td
alexander-kekua,Alexander Kekua,OL,,2.0,,1.0
brandon-munoz,Brandon Munoz,DL,,1.0,,
carlos-vazquez,Carlos Vazquez,K,,,,1.0
dayjure-stewart,Dayjure Stewart,RB,,,,3.0
jacobe-thomas,Jacobe Thomas,DB,,,1.0,
joe-powell,Joe Powell,DB/SAF/LB,,,,1.0
josh-batiste,Josh Batiste,RB,,,1.0,
tyre-williams,Tyre Williams,,,,1.0,
zuri-davis,Zuri Davis,WR,3.0,,,
