player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
an-cook,AN Cook,,15.0,1.0,1.0,1.0,10.0,0.0,,,,,,,1.0
ir-bell,IR Bell,,18.0,2.0,1.0,2.0,26.0,2.0,,,,,,,1.0
ll-tsotsobe,LL Tsotsobe,,,,,,,,15.0,0.0,0.0,18.0,0.0,0.0,1.0
m-morkel,M Morkel,,,,,,,,18.0,0.0,0.0,19.0,0.0,1.0,1.0
