player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
alyssa-thomas,Alyssa Thomas,F,2.0,,6.0,,,,,5.0,,4.0,0.833,6.0,5.0,33.016666666666666,2.0,-12.0,5.0,8.0,,4.0
betnijah-laney-hamilton,Betnijah Laney-Hamilton,,1.0,,4.0,,1.0,,0.333,3.0,1.0,2.0,,,,26.866666666666667,,4.0,2.0,4.0,1.0,2.0
breanna-stewart,Breanna Stewart,W,5.0,4.0,4.0,0.5,6.0,3.0,0.438,16.0,7.0,2.0,0.571,7.0,4.0,33.15,2.0,13.0,21.0,6.0,6.0,1.0
brionna-jones,Brionna Jones,,2.0,2.0,6.0,,,,0.556,9.0,5.0,3.0,1.0,2.0,2.0,35.15,2.0,-11.0,12.0,8.0,4.0,3.0
courtney-vandersloot,Courtney Vandersloot,,10.0,,6.0,0.667,3.0,2.0,0.7,10.0,7.0,1.0,1.0,2.0,2.0,34.06666666666667,,12.0,18.0,6.0,2.0,4.0
dewanna-bonner,DeWanna Bonner,,2.0,2.0,3.0,0.4,5.0,2.0,0.308,13.0,4.0,,0.8,5.0,4.0,29.233333333333334,4.0,-5.0,14.0,7.0,,
dijonai-carrington,DiJonai Carrington,,,,,,,,,,,,,,,1.1166666666666667,,-2.0,,,,
han-xu,Han Xu,,,,,,1.0,,0.5,2.0,1.0,,,,,1.3333333333333333,1.0,2.0,2.0,1.0,,
jocelyn-willoughby,Jocelyn Willoughby,,,,,,,,,,,,,,,1.3333333333333333,,2.0,,,,
jonquel-jones,Jonquel Jones,,,1.0,2.0,,,,0.429,7.0,3.0,5.0,0.5,2.0,1.0,16.45,1.0,1.0,7.0,3.0,,1.0
kayla-thornton,Kayla Thornton,,2.0,,4.0,,,,0.6,5.0,3.0,1.0,,,,26.466666666666665,3.0,19.0,6.0,7.0,1.0,1.0
leigha-brown,Leigha Brown,,,,1.0,,1.0,,,1.0,,2.0,,,,6.966666666666667,,-4.0,,1.0,,1.0
natisha-hiedeman,Natisha Hiedeman,G,2.0,,3.0,0.286,7.0,2.0,0.231,13.0,3.0,2.0,,,,32.583333333333336,1.0,-8.0,8.0,4.0,3.0,3.0
nyara-sabally,Nyara Sabally,,,,1.0,,,,0.5,6.0,3.0,2.0,,,,13.833333333333334,2.0,11.0,6.0,3.0,,1.0
olivia-nelson-ododa,Olivia Nelson-Ododa,,1.0,,,,,,,,,1.0,,,,4.85,,-5.0,,,,
rebecca-allen,Rebecca Allen,W,1.0,,,,3.0,,0.25,4.0,1.0,,,,,16.416666666666668,1.0,-15.0,2.0,1.0,,
sabrina-ionescu,Sabrina Ionescu,,3.0,,6.0,0.444,9.0,4.0,0.375,16.0,6.0,1.0,0.5,2.0,1.0,31.25,1.0,11.0,17.0,7.0,,1.0
stefanie-dolson,Stefanie Dolson,,4.0,,1.0,,2.0,,0.333,3.0,1.0,3.0,,,,15.216666666666667,1.0,5.0,2.0,2.0,,2.0
tiffany-hayes,Tiffany Hayes,G,3.0,,4.0,0.4,5.0,2.0,0.462,13.0,6.0,3.0,0.667,3.0,2.0,33.21666666666667,,-10.0,16.0,4.0,1.0,2.0
tyasha-harris,Tyasha Harris,,,,,1.0,2.0,2.0,0.6,5.0,3.0,,,,,7.4,,-8.0,8.0,,,1.0
