player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aki-jokela,Aki Jokela,,0.0,1.0,1.0,3.0,6.0
alois-genner,Alois Genner,,1.0,1.0,0.0,6.0,3.0
gernot-higatzberger,Gernot Higatzberger,,1.0,1.0,0.0,6.0,3.0
hubert-gründhammer,Hubert Gründhammer,,1.0,1.0,0.0,6.0,3.0
jari-häkkinen,Jari Häkkinen,,0.0,1.0,1.0,3.0,6.0
kimmo-aalto,Kimmo Aalto,,0.0,1.0,1.0,3.0,6.0
markus-stefan,Markus Stefan,,1.0,1.0,0.0,6.0,3.0
olli-rissanen,Olli Rissanen,,0.0,1.0,1.0,3.0,6.0
pekka-jantti,Pekka Jantti,,0.0,1.0,1.0,3.0,6.0
peter-kramlinger,Peter Kramlinger,,1.0,1.0,0.0,6.0,3.0
