player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
carlton-brown,Carlton Brown,RB,,,,,,,1.0,3.0
charles-hall,Charles Hall,WR,,,,1.0,58.0,6.0,,18.0
demarius-washington,Demarius Washington,WR,0.0,0.0,0.0,1.0,23.0,2.0,,
jalen-morton,Jalen Morton,QB,2.0,3.0,115.0,,,,,
jordon-gandy,Jordon Gandy,WR,,,,0.0,16.0,2.0,,
nashville-qb,NASHVILLE QB,QB,,1.0,235.0,,,,2.0,3.0
sw-kansas-qb,SW KANSAS QB,QB,,3.0,115.0,,,,1.0,9.0
shiloh-flanagan,Shiloh Flanagan,WR,,,,1.0,34.0,4.0,,
