player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-hom,Aaron Hom,P,,,1.0,1.0,,,,1.0,,1.0,,4.0,69.0
alex-atkins,Alex Atkins,P,2.0,,44.0,51.0,,3.0,2.0,2.0,,52.0,1.0,274.0,296.0
alex-tatum,Alex Tatum,P,,,4.0,2.0,,2.0,,,,2.0,,102.0,12.0
atkin-arnstein,Atkin Arnstein,P,,1.0,1.0,1.0,,,,,,1.0,,7.0,2.0
brandon-fein,Brandon Fein,P,1.0,,,,,2.0,2.0,,,,1.0,,
calvin-stoughton,Calvin Stoughton,P,,,21.0,17.0,,4.0,3.0,,,19.0,1.0,197.0,76.0
chris-lung,Chris Lung,P,,,,,,,1.0,,,,,,
cody-spicer,Cody Spicer,P,2.0,1.0,14.0,20.0,,1.0,3.0,1.0,,21.0,1.0,69.0,155.0
conor-tabor,Conor Tabor,P,,,1.0,1.0,,,1.0,,,1.0,,8.0,6.0
danny-landesman,Danny Landesman,P,2.0,,30.0,28.0,,2.0,4.0,,,28.0,,172.0,265.0
dylan-burns,Dylan Burns,P,1.0,,7.0,5.0,1.0,1.0,,,,6.0,1.0,61.0,25.0
dylan-nice,Dylan Nice,P,,,,,,1.0,,,,,,,
evan-magsig,Evan  Magsig,P,,1.0,,,,,,,,,,,
felix-pronove,Felix Pronove,P,1.0,,4.0,3.0,,1.0,,,,3.0,,69.0,25.0
jay-froude,Jay Froude,P,4.0,,18.0,16.0,,2.0,3.0,,,16.0,,284.0,114.0
joe-anderson,Joe Anderson,P/WR,,,2.0,1.0,,1.0,1.0,,,1.0,,3.0,7.0
justin-abel,Justin Abel,P,1.0,,10.0,9.0,,,,,,10.0,1.0,40.0,51.0
keenan-laurence,Keenan Laurence,P,,,,,,,,1.0,,,,,
kyle-johnson,Kyle Johnson,P/WR,,,,,,,1.0,,,,,,
matt-jackson,Matt Jackson,P,5.0,,21.0,21.0,,2.0,4.0,1.0,,21.0,,155.0,162.0
max-williams,Max Williams,P,1.0,,,,,,,,,,,,
nicholas-snuszka,Nicholas Snuszka,P,,,3.0,3.0,,,,,,3.0,,23.0,-6.0
noah-coolman,Noah Coolman,P,1.0,,9.0,7.0,,1.0,,1.0,,9.0,2.0,86.0,102.0
patrick-xu,Patrick Xu,P,,1.0,,,,,,,,,,,
quinn-finer,Quinn Finer,P,6.0,,38.0,34.0,2.0,4.0,4.0,5.0,,35.0,1.0,382.0,432.0
raekwon-adkins,Raekwon Adkins,P,,,,,,,1.0,,,,2.0,,
robin-vickers-batzdorf,Robin Vickers Batzdorf,P,,,,,,,1.0,,,,,,
saeed-semrin,Saeed Semrin,P,1.0,5.0,5.0,3.0,,2.0,,1.0,14.0,5.0,1.0,50.0,63.0
sam-goldstein,Sam Goldstein,P,2.0,,21.0,29.0,,2.0,1.0,,,29.0,,84.0,275.0
seth-faris,Seth Faris,P,,1.0,1.0,1.0,,,,,14.0,1.0,,13.0,-6.0
tyler-nguyen,Tyler Nguyen,P,,,1.0,1.0,,,,,,1.0,,15.0,1.0
wyatt-berreman,Wyatt Berreman,P,,,,,,,1.0,,,,,,
