player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
albert-yuan,Albert Yuan,P,,,2.0,1.0,,1.0,1.0,,,,,13.0,16.0
alex-davis,Alex Davis,P,,,,,1.0,,,,,,,,
andres-rodriguez,Andres Rodriguez,P,1.0,1.0,8.0,10.0,,,1.0,,,10.0,,5.0,56.0
anthony-prato,Anthony Prato,P,,,2.0,2.0,,,,,4.0,2.0,,22.0,13.0
ben-snell,Ben Snell,P/RB,,,2.0,4.0,,,,,,4.0,,-6.0,33.0
brandon-pastor,Brandon Pastor,P,1.0,,6.0,5.0,,1.0,,,,6.0,,42.0,24.0
cj-colicchio,CJ Colicchio,P,,,17.0,16.0,,1.0,4.0,,,16.0,,160.0,27.0
dmitry-suvorov,Dmitry Suvorov,P,2.0,,21.0,23.0,,,2.0,,,23.0,,98.0,68.0
eric-nardelli,Eric Nardelli,P,,,6.0,4.0,,1.0,,,,4.0,,46.0,19.0
eric-witmer,Eric Witmer,P,2.0,2.0,15.0,13.0,,,,1.0,,15.0,2.0,91.0,66.0
gavin-abrahamsson,Gavin Abrahamsson,P,,1.0,5.0,5.0,,1.0,,,,5.0,,76.0,-35.0
greg-martin,Greg Martin,P,1.0,,19.0,14.0,,4.0,,,,14.0,,185.0,28.0
jacob-fairfax,Jacob Fairfax,P,1.0,,,,1.0,,1.0,2.0,,,,,
james-pollard,James Pollard,P,1.0,,19.0,16.0,1.0,2.0,,2.0,,17.0,1.0,188.0,150.0
joe-white,Joe White,P,,1.0,,,1.0,,,,,,,,
jordan-rhyne,Jordan Rhyne,P,1.0,1.0,26.0,26.0,,2.0,1.0,,,26.0,,108.0,96.0
justin-keller,Justin Keller,P,,,10.0,9.0,,3.0,,,,9.0,,65.0,40.0
kainoa-chun-moy,Kainoa Chun Moy,P,2.0,,17.0,15.0,,,1.0,2.0,,17.0,1.0,43.0,200.0
kevin-pignone,Kevin Pignone,P,1.0,,,,,,,,1.0,,1.0,,
liam-searles-bohs,Liam Searles Bohs,P,,,,,1.0,,,,1.0,,,,
matt-gouchoe-hanas,Matt Gouchoe-Hanas,P,,,,,,,,,,,2.0,,
matt-hanna,Matt Hanna,P,1.0,1.0,7.0,6.0,,,2.0,,,7.0,1.0,69.0,71.0
matt-tucker,Matt Tucker,P,,,2.0,2.0,,,,,,2.0,,39.0,24.0
matthew-mcknight,Matthew Mcknight,P,1.0,,5.0,8.0,,,1.0,,4.0,9.0,1.0,9.0,41.0
max-trifillis,Max Trifillis,P,1.0,4.0,8.0,10.0,,1.0,,1.0,2.0,10.0,,90.0,38.0
mike-campanella,Mike Campanella,P,,,9.0,9.0,,,2.0,,,9.0,,-1.0,79.0
paul-owens,Paul Owens,P,1.0,,17.0,20.0,1.0,1.0,2.0,2.0,16.0,20.0,,83.0,157.0
sean-mott,Sean Mott,P,3.0,,39.0,43.0,1.0,1.0,3.0,2.0,,46.0,3.0,274.0,267.0
suraj-madiraju,Suraj Madiraju,P,,,,,,2.0,1.0,,,,,,
terrence-mitchell,Terrence Mitchell,P,,2.0,,,,,,,,,,,
thomas-nye,Thomas Nye,P,,1.0,2.0,1.0,,,,,,1.0,,12.0,18.0
tobias-brooks,Tobias Brooks,P,,,,,,,1.0,,,,1.0,,
trevor-lynch,Trevor Lynch,P,,,,,,,1.0,1.0,,,,,
william-coffin,William Coffin,P,2.0,,4.0,4.0,,,,,,4.0,,64.0,27.0
