player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
alberto-pimpini,Alberto Pimpini,,0.0,1.0,1.0,1.0,7.0
amos-mosaner,Amos Mosaner,,0.0,1.0,1.0,1.0,7.0
jan-hess,Jan Hess,,1.0,1.0,0.0,7.0,1.0
justin-hausherr,Justin Hausherr,,1.0,1.0,0.0,7.0,1.0
marco-hösli,Marco Hösli,,1.0,1.0,0.0,7.0,1.0
mattia-giovanella,Mattia Giovanella,,0.0,1.0,1.0,1.0,7.0
philipp-hösli,Philipp Hösli,,1.0,1.0,0.0,7.0,1.0
sebastiano-arman,Sebastiano Arman,,0.0,1.0,1.0,1.0,7.0
simon-gloor,Simon Gloor,,1.0,1.0,0.0,7.0,1.0
stefano-spiller,Stefano Spiller,,0.0,1.0,1.0,1.0,7.0
