player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
craig-waddell,Craig Waddell,,0.0,1.0,1.0,4.0,7.0
duncan-mcfadzean,Duncan McFadzean,,0.0,1.0,1.0,4.0,7.0
euan-kyle,Euan Kyle,,0.0,1.0,1.0,4.0,7.0
jan-hess,Jan Hess,,1.0,1.0,0.0,7.0,4.0
justin-hausherr,Justin Hausherr,,1.0,1.0,0.0,7.0,4.0
marco-hösli,Marco Hösli,,1.0,1.0,0.0,7.0,4.0
philipp-hösli,Philipp Hösli,,1.0,1.0,0.0,7.0,4.0
robin-brydone,Robin Brydone,,0.0,1.0,1.0,4.0,7.0
ross-whyte,Ross Whyte,,0.0,1.0,1.0,4.0,7.0
simon-gloor,Simon Gloor,,1.0,1.0,0.0,7.0,4.0
