player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,misc_td,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_fr,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
mcleod-bethel-thompson,McLeod Bethel-Thompson,QB,,,,,,,,,39.0,26.0,2.0,37.0,30.0,3.0,3.0,411.0,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,,
michael-wakefield,Michael Wakefield,DL/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mossis-madu,Mossis Madu,RB,,,,,,,,,,,,,,,,,14.0,12.0,14.0,,80.0,83.0,,,,,,6.0,6.0,,21.0,,,,,,,,,,,
nakas-onyeka,Nakas Onyeka,LB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nathaniel-behar,Nathaniel Behar,WR,,,,,,,,,,,,,,,,,33.0,4.0,4.0,,33.0,63.0,,,,,,,,,,,,,,,,,,,,
nelkas-kwemo,Nelkas Kwemo,LB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qudarius-ford,Qudarius Ford,DB,,,,7.0,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,1.0,,,,,,
rj-harris,R.J. Harris,WR,,,,,,,,,,,,,,,,,17.0,2.0,6.0,,3.0,26.0,,,,,,,,,,,,,,,,,,,,
randall-evans,Randall Evans,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
richie-leone,Richie Leone,K,,,,,,,,,,,,,,,,,,,,,,,66.0,2.0,2.0,69.0,131.0,,,,,,,,,,,,,,,
robert-smith,Robert Smith,DB,,,2.0,1.0,1.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robert-woodson,Robert Woodson,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rodney-smith,Rodney Smith,WR,,,,,,,,,,,,,,,,,,5.0,7.0,1.0,34.0,52.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
ronnie-pfeffer,Ronnie Pfeffer,K,,,,,,,,,,,,,,,,,,,,,,,58.0,5.0,5.0,61.0,240.0,1.0,13.0,,13.0,,,,,,,,,,,
ryan-bomben,Ryan Bomben,OL,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sj-green,S.J. Green,WR,,,,,,,,,,,,,,,,,26.0,8.0,10.0,,30.0,130.0,,,,,,,,,,,,,,,,,,,,
stefan-logan,Stefan Logan,RB,,,,,,,,,,,,,,,,,,,,,,,38.0,7.0,,,154.0,,,,,,,,,,,,,,,
trumaine-washington,Trumaine Washington,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyler-crapigna,Tyler Crapigna,K,,,,,,,,,,,,,,,,,,,,,,,72.0,7.0,7.0,154.0,459.0,,,,,,,10.0,,,1.0,1.0,47.0,9.0,6.0,6.0
william-arndt,William Arndt,QB,,,,,,,,,7.0,6.0,,17.0,6.0,1.0,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
