player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
adam-mcnichols,Adam McNichols,P,1.0,,26.0,24.0,,,5.0,,,26.0,1.0,154.0,162.0
andrew-sjogren,Andrew Sjogren,P,1.0,,28.0,21.0,1.0,6.0,2.0,,,23.0,2.0,340.0,57.0
antonio-rueda,Antonio Rueda,P,,,9.0,9.0,,,,,,10.0,,45.0,33.0
asher-lantz,Asher Lantz,P,,3.0,3.0,6.0,1.0,,1.0,,3.0,6.0,,2.0,20.0
austin-kelly,Austin Kelly,P,1.0,1.0,18.0,20.0,,,3.0,,,22.0,2.0,125.0,135.0
ben-thoennes,Ben Thoennes,P,,,5.0,4.0,1.0,,,,3.0,6.0,2.0,60.0,47.0
benjamin-preiss,Benjamin Preiss,P,2.0,,10.0,9.0,,2.0,1.0,,,9.0,,81.0,72.0
cal-tornabene,Cal Tornabene,P,,,1.0,,,1.0,,,,,,41.0,
charlie-furse,Charlie Furse,P,,,6.0,6.0,,,1.0,,2.0,6.0,,37.0,37.0
cole-eustis,Cole Eustis,P,,1.0,5.0,6.0,1.0,,,,4.0,8.0,2.0,14.0,11.0
conner-stillwell,Conner Stillwell,P,4.0,1.0,25.0,19.0,,4.0,,,,21.0,2.0,236.0,161.0
dex-dremann,Dex Dremann,P,1.0,1.0,3.0,5.0,,,1.0,1.0,10.0,5.0,,12.0,44.0
didzis-malderis,Didzis Malderis,P,1.0,,8.0,8.0,,,,,5.0,10.0,1.0,16.0,77.0
genichi-nakano,Genichi Nakano,P,,1.0,2.0,1.0,,1.0,,,,1.0,,25.0,15.0
ian-lawson,Ian Lawson,P,,,3.0,3.0,,,,,,3.0,,33.0,15.0
ian-sweeney,Ian Sweeney,P,6.0,1.0,37.0,49.0,,,3.0,3.0,,53.0,4.0,128.0,576.0
jared-johnson,JARED JOHNSON,FB/P/OT/RB/WR,,,30.0,37.0,1.0,3.0,1.0,,,39.0,2.0,179.0,265.0
jace-bruner,Jace Bruner,P,,,7.0,8.0,,,,,,8.0,,35.0,40.0
jack-shanahan,Jack Shanahan,P,5.0,,35.0,33.0,,,1.0,2.0,2.0,35.0,2.0,296.0,253.0
jake-steslicki,Jake Steslicki,P,2.0,,18.0,15.0,,2.0,2.0,,,17.0,2.0,66.0,66.0
jerry-kelly,Jerry Kelly,P,1.0,,7.0,8.0,,,,,,8.0,,28.0,18.0
jesse-johnson,Jesse Johnson,P,1.0,1.0,16.0,11.0,2.0,3.0,,,,13.0,2.0,225.0,-8.0
joel-caswell,Joel Caswell,P,,,2.0,1.0,,1.0,,,,1.0,,25.0,-8.0
jonathan-lee,Jonathan Lee,P,,2.0,10.0,14.0,,,1.0,1.0,,16.0,1.0,37.0,171.0
joshua-moore,Joshua Moore,P/WR,1.0,,17.0,15.0,1.0,1.0,1.0,,,16.0,1.0,170.0,51.0
keali-mccarter,Ke\'ali McCarter,P,1.0,1.0,9.0,6.0,,,1.0,,,9.0,2.0,175.0,-4.0
milan-rivas,Milan Rivas,P,,,20.0,30.0,,1.0,1.0,,,30.0,,5.0,203.0
nate-knutson,Nate Knutson,P,,3.0,3.0,1.0,,,,,,2.0,1.0,94.0,1.0
nick-pappas,Nick Pappas,P,,1.0,6.0,5.0,,,,,1.0,6.0,1.0,76.0,27.0
paul-arters,Paul Arters,P,2.0,,26.0,28.0,1.0,1.0,2.0,1.0,,29.0,1.0,105.0,310.0
quinn-buermeyer,Quinn Buermeyer,P,,,20.0,13.0,,5.0,,,,15.0,2.0,192.0,46.0
reid-martin,Reid Martin,P,,1.0,3.0,2.0,,1.0,,,,3.0,1.0,22.0,10.0
ricky-ramirez,Ricky Ramirez,P,,,8.0,7.0,,1.0,,,,7.0,,40.0,46.0
ross-barker,Ross Barker,P,3.0,1.0,42.0,37.0,,3.0,3.0,3.0,,41.0,2.0,372.0,261.0
ryan-wolfe,Ryan Wolfe,P,1.0,,4.0,3.0,,,,,1.0,4.0,1.0,46.0,31.0
sam-gordon-koven,Sam Gordon-Koven,P,,,1.0,1.0,,,,,9.0,1.0,,1.0,31.0
sam-kaminsky,Sam Kaminsky,P,2.0,1.0,44.0,52.0,,,3.0,,,55.0,1.0,26.0,312.0
vedant-sachdeva,Vedant Sachdeva,P,,,2.0,2.0,,,,,,2.0,,20.0,-2.0
