player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-coble,Aaron Coble,P,1.0,,12.0,17.0,,,,1.0,,,17.0,1.0,63.0,180.0
ben-levinsky,Ben Levinsky,P,1.0,1.0,8.0,7.0,,,,,,,8.0,,-14.0,43.0
ben-lewis,Ben Lewis,P,2.0,1.0,17.0,14.0,,2.0,2.0,,,,15.0,1.0,190.0,36.0
brandon-lin,Brandon Lin,P,1.0,,11.0,9.0,,1.0,1.0,,,,10.0,,57.0,56.0
bryce-lozinski,Bryce Lozinski,P,2.0,,26.0,29.0,,1.0,,,,,29.0,2.0,191.0,189.0
cade-white,Cade White,P,,2.0,1.0,1.0,2.0,,,,,,1.0,,16.0,-7.0
caden-sigerud,Caden Sigerud,P,,1.0,3.0,3.0,,1.0,1.0,,,,3.0,,34.0,-7.0
caleb-dixon,Caleb Dixon,P,,1.0,9.0,9.0,,1.0,,,,,10.0,1.0,83.0,75.0
cam-albin,Cam Albin,P,2.0,,21.0,21.0,,,2.0,,,,21.0,,171.0,67.0
casey-wu,Casey Wu,P,2.0,1.0,21.0,13.0,,5.0,1.0,,,,16.0,,317.0,15.0
collin-gall,Collin Gall,P,,1.0,,8.0,,,,,,,9.0,,,59.0
connor-bryant,Connor Bryant,P,,,16.0,14.0,1.0,2.0,,,,,18.0,4.0,80.0,101.0
connor-ughetta,Connor Ughetta,P,1.0,,40.0,39.0,1.0,2.0,1.0,,4.0,,40.0,1.0,-35.0,289.0
dane-bossert,Dane Bossert,P,1.0,1.0,7.0,4.0,,2.0,1.0,,,,5.0,,117.0,28.0
elliot-sakach,Elliot Sakach,P,1.0,2.0,7.0,9.0,,,1.0,1.0,,,9.0,,42.0,112.0
elliot-warner,Elliot Warner,P,2.0,,21.0,24.0,,,1.0,,,,24.0,1.0,82.0,164.0
ethan-li,Ethan Li,P,2.0,1.0,1.0,2.0,,1.0,3.0,,2.0,,2.0,,16.0,17.0
garrett-hable,Garrett Hable,P,,,8.0,6.0,,1.0,1.0,,,,6.0,,97.0,35.0
jan-szmanda,Jan Szmanda,P,1.0,,2.0,3.0,,,,,,,3.0,,3.0,-5.0
jeffrey-silverman,Jeffrey Silverman,P,,1.0,3.0,2.0,,1.0,,,1.0,,2.0,,75.0,4.0
jimmy-mcguinness,Jimmy McGuinness,P,1.0,1.0,3.0,3.0,,,,1.0,,,3.0,1.0,29.0,-1.0
jimmy-zuraw,Jimmy Zuraw,P,1.0,1.0,20.0,23.0,,,3.0,,,,25.0,2.0,16.0,166.0
john-shelley,John Shelley,P,3.0,,20.0,19.0,,1.0,,2.0,1.0,,25.0,5.0,132.0,230.0
jordan-queckboerner,Jordan Queckboerner,P,,,11.0,11.0,,1.0,,,,,11.0,,28.0,82.0
jordan-salazar,Jordan Salazar,P,,1.0,2.0,2.0,,,,,,,2.0,,53.0,26.0
kevin-land,Kevin Land,P,1.0,,7.0,6.0,,1.0,1.0,,,,6.0,,76.0,43.0
mark-baldauf,Mark Baldauf,P,3.0,1.0,37.0,43.0,,1.0,1.0,,,,44.0,,128.0,138.0
martin-cruz,Martin Cruz,P,1.0,,21.0,18.0,,3.0,1.0,,,,20.0,2.0,210.0,42.0
matt-bennett,Matt Bennett,P,,,18.0,23.0,,,,,8.0,,24.0,1.0,22.0,129.0
matt-lyle,Matt Lyle,P,,,3.0,3.0,,,,,,,3.0,,35.0,1.0
max-gibson,Max Gibson,P,5.0,,27.0,21.0,,3.0,1.0,3.0,,,24.0,,279.0,302.0
max-grove,Max Grove,P,,,8.0,8.0,,,,,,,8.0,,93.0,7.0
paul-lally,Paul Lally,P,,,39.0,46.0,,1.0,6.0,,,,48.0,2.0,158.0,368.0
reggie-sung,Reggie Sung,P,1.0,,1.0,3.0,,1.0,1.0,,,,3.0,,6.0,13.0
stefan-samu,Stefan Samu,P,2.0,1.0,10.0,7.0,,1.0,1.0,,,,9.0,2.0,129.0,21.0
steven-kelly,Steven Kelly,P,,,7.0,7.0,,1.0,1.0,,1.0,,7.0,,61.0,39.0
steven-milardovich,Steven Milardovich,P,1.0,,19.0,17.0,,,3.0,,,,18.0,1.0,299.0,134.0
thomas-konogeris,Thomas Konogeris,P,,1.0,4.0,2.0,,2.0,2.0,,,1.0,2.0,2.0,29.0,3.0
zachary-cotter,Zachary Cotter,P,,,6.0,6.0,,,,,4.0,,6.0,,63.0,32.0
