player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
alexander-kekua,Alexander Kekua,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,10.0,1.0,26.0,5.0,6.0,11.0,5.0,0.0,30.0,,,,,,,,
alexis-rosario,Alexis Rosario,RB/WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,9.0,1.0,26.0,4.0,,,,,,,,0.0,2.0,,,,
ben-pister,Ben Pister,DL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,,,,
brandon-kyles,Brandon Kyles,QB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
charles-smith,Charles Smith,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
christian-stokley,Christian Stokley,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,
daizion-carroll,Daizion Carroll,OL,0.0,,,,,,,1.0,0.0,1.0,0.0,,,,2.0,,,,,,,,,,,,29.0,18.0,,24.0,3.0,168.0,,,,,,3.6,16.0,13.0,1.0,47.0,,,0.0,0.0,,,,
daniel-tolliver,Daniel Tolliver,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,13.0,0.0,41.0,5.0,6.1,19.0,12.0,0.0,73.0,,,,,,,,
dayjure-stewart,Dayjure Stewart,RB,4.0,,,,,,,,,,,,,,,1.0,,,,,,,8.0,8.0,0.0,8.0,,,1.0,,,,,,,,,,,,,,,,5.0,9.0,,,,
deandre-churchill,Deandre Churchill,WR,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.5,1.0,4.0,0.5,0.0,,
demry-croft,Demry Croft,QB,,,,,,,,,,,,,,,,2.0,,,,,,,12.0,16.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
dontrell-lucky-morrison,"Dontrell ""Lucky"" Morrison",DL,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,
jacobe-thomas,Jacobe Thomas,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,24.0,0.0,69.0,6.0,,,,,,,,1.0,1.0,1.0,0.0,,
jaden-sutton,Jaden Sutton,RB,5.0,1.0,0.0,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,22.0,22.0,0.0,22.0,,,,,,,,,,,,,,,,,,,5.0,10.0,,,,
jahoiyakim-afoa,Jahoiyakim Afoa,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,7.0,17.0,3.0,0.0,21.0,,,,,,,,
jeffery-mack-ii,Jeffery Mack II,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
jerrime-neal,Jerrime Neal,WR,0.0,,,1.0,23.0,1.0,,,,,,,,,,,9.0,49.0,0.0,2.0,392.0,8.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,6.0,6.0
jerry-harris-jr,Jerry Harris Jr.,OL,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,
john-williams,John Williams,WR,5.0,1.0,0.0,,,,,,,,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,1.0,0.0,,
jordan-brookins,Jordan Brookins,QB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
josiah-silver,Josiah Silver,DL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,
keshaun-taylor,KESHAUN TAYLOR,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,0.0,7.0,1.0,,,,,,,,,,,,,
kollin-jackson,Kollin Jackson,WR,,,,2.0,47.0,1.0,,,,,,,,,,,6.0,39.0,0.0,0.0,156.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0
lovell-armstead,Lovell Armstead,RB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.5,1.0,4.0,1.0,0.0,,
maleek-jones,Maleek Jones,WR,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,16.0,13.0,,46.0,2.0,142.0,,,,,,4.5,13.0,8.0,3.0,36.0,,,,,,,,
marvin-taylor,Marvin Taylor,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
michael-moton,Michael Moton,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,
mustafa-majeed,Mustafa Majeed,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
myran-mounds,Myran Mounds,DB,,,,,,,,,,,,,,,,1.0,,,,,,,6.0,6.0,1.0,6.0,,,,,,,16.8,46.0,2.0,67.0,4.0,,,,,,,,,,,,,
ralph-green,Ralph Green,DL,3.0,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.5,0.0,,
rathel-carter,Rathel Carter,LB,,,,,,,,,,,,,,,,2.0,,,,,,,15.5,16.0,0.0,31.0,,,,,,,15.0,18.0,1.0,30.0,2.0,1.0,4.0,2.0,0.0,2.0,,,,,,,,
