player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
adam-odonnell,Adam O\'Donnell,P,1.0,,16.0,24.0,,,,,,24.0,,-73.0,181.0
antoine-dube,Antoine Dubé,P,,1.0,3.0,2.0,,2.0,,,,2.0,,69.0,-5.0
antoine-rousseau,Antoine Rousseau,P,,,,,2.0,,,,,,,,
chris-chan,Chris Chan,P,,,,1.0,,,,,,1.0,,,2.0
christophe-tremblay-joncas,Christophe Tremblay-Joncas,P,,,,,,,2.0,,,,,,
geoff-bevan,Geoff Bevan,P,,,,,,,,,5.0,1.0,1.0,,
griffin-mckee,Griffin McKee,P,,,10.0,9.0,,1.0,,,,9.0,,106.0,-9.0
james-lewis,James Lewis,P,1.0,,11.0,9.0,,2.0,1.0,,,9.0,,154.0,66.0
jamie-millage,Jamie Millage,P,,,2.0,1.0,,1.0,,,,1.0,,23.0,11.0
jared-morrow,Jared Morrow,P,,,,,,,,,2.0,,,,
keith-mcrae,Keith McRae,P,1.0,,8.0,5.0,,3.0,1.0,1.0,,5.0,,119.0,86.0
kelvin-huang,Kelvin Huang,P,,,1.0,,,1.0,,,,,,6.0,
kevin-jay,Kevin Jay,P,,1.0,,,,,,,,,,,
liam-mckeown,Liam McKeown,P,,1.0,,,,,,,,,,,
luc-comire,Luc Comire,P,,,21.0,21.0,,,3.0,,,22.0,1.0,111.0,158.0
malik-auger-semmar,Malik Auger-Semmar,P,,1.0,,,,,,1.0,,,,,
max-ayad,Max Ayad,P,1.0,,,,,,,1.0,,,,,
mike-mackenzie,Mike Mackenzie,P,,,,,,,,,3.0,,,,
paul-hooley,Paul Hooley,P,,,3.0,4.0,,,,,,4.0,,-15.0,23.0
phillipe-le-bourdais,Phillipe Le Bourdais,P,,,,,,,3.0,,,,,,
rhys-toogood,Rhys Toogood,P,1.0,,2.0,2.0,,,,,,2.0,,9.0,23.0
rui-carvalho,Rui Carvalho,P,1.0,,,1.0,,,,,,1.0,,,6.0
ryan-poloz,Ryan Poloz,P,2.0,,10.0,8.0,,1.0,3.0,1.0,,9.0,1.0,149.0,134.0
simon-walker,Simon Walker,P,,,,1.0,,,,,,1.0,,,1.0
travis-puckrin,Travis Puckrin,P,,,1.0,1.0,,,1.0,,,1.0,,11.0,7.0
ty-barbieri,Ty Barbieri,P,3.0,,11.0,11.0,,1.0,,2.0,,12.0,1.0,181.0,131.0
