player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
elena-mathis,Elena Mathis,,1.0,1.0,0.0,8.0,7.0
emma-miskew,Emma Miskew,,0.0,1.0,1.0,7.0,8.0
giulia-zardini-lacedelli,Giulia Zardini Lacedelli,,1.0,1.0,0.0,8.0,7.0
marta-lo-deserto,Marta Lo Deserto,,1.0,1.0,0.0,8.0,7.0
rachel-brown,Rachel Brown,,0.0,1.0,1.0,7.0,8.0
rachel-homan,Rachel Homan,,0.0,1.0,1.0,7.0,8.0
rebecca-mariani,Rebecca Mariani,,1.0,1.0,0.0,8.0,7.0
sarah-wilkes,Sarah Wilkes,,0.0,1.0,1.0,7.0,8.0
stefania-constantini,Stefania Constantini,,1.0,1.0,0.0,8.0,7.0
tracy-fleury,Tracy Fleury,,0.0,1.0,1.0,7.0,8.0
