player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-mullen,Alex Mullen,P,1.0,1.0,11.0,15.0,,,2.0,1.0,,,15.0,,34.0,153.0
andrew-thompson,Andrew  Thompson,P,,,2.0,3.0,1.0,,,,,,3.0,,6.0,7.0
andrew-meshnick,Andrew Meshnick,P,,1.0,1.0,2.0,,,,,,,2.0,,10.0,8.0
anson-reppermund,Anson Reppermund,P,1.0,,16.0,15.0,2.0,1.0,1.0,1.0,,,15.0,,250.0,98.0
anthony-gutowsky,Anthony Gutowsky,P,,,13.0,8.0,,4.0,,,,,9.0,1.0,219.0,26.0
avery-johnson,Avery Johnson,P,,,16.0,13.0,,2.0,4.0,,,,14.0,1.0,130.0,70.0
carl-johnson,Carl Johnson,WR/P,1.0,1.0,12.0,9.0,,3.0,1.0,,,,10.0,1.0,210.0,68.0
chris-graber,Chris Graber,P,1.0,,8.0,6.0,,2.0,,,,,6.0,,172.0,-18.0
cliff-ressel,Cliff Ressel,P,,,2.0,1.0,,,,,,,2.0,1.0,27.0,5.0
clint-mcsherry,Clint McSherry,P,2.0,,40.0,50.0,,,1.0,1.0,,,54.0,2.0,83.0,425.0
daniel-garlock,Daniel Garlock,P,2.0,2.0,11.0,16.0,,2.0,3.0,2.0,10.0,,16.0,,89.0,210.0
eric-blais,Eric Blais,P,,,2.0,1.0,,1.0,,,1.0,,1.0,,3.0,19.0
henry-goldenberg,Henry Goldenberg,P,3.0,,25.0,36.0,1.0,1.0,2.0,,,,37.0,1.0,139.0,307.0
jack-kelly,Jack Kelly,P,3.0,1.0,13.0,11.0,,1.0,1.0,1.0,,,12.0,1.0,165.0,113.0
jimmy-towle,Jimmy Towle,P,1.0,,27.0,26.0,,1.0,1.0,,,,26.0,,166.0,-13.0
joe-leibforth,Joe Leibforth,P,,,2.0,1.0,,1.0,,,,,1.0,,27.0,11.0
jonathan-mast,Jonathan Mast,P,3.0,,42.0,43.0,,,3.0,,,,46.0,2.0,30.0,294.0
joshua-wilson,Joshua Wilson,P,1.0,,11.0,14.0,,,3.0,,,,16.0,1.0,73.0,109.0
kai-delorenzo,Kai DeLorenzo,P,2.0,,12.0,11.0,,,1.0,,10.0,,14.0,3.0,58.0,41.0
kelsen-alexander,Kelsen Alexander,P,1.0,1.0,12.0,12.0,,2.0,1.0,,,,13.0,1.0,95.0,131.0
kenny-furdella,Kenny Furdella,P,,1.0,28.0,29.0,,3.0,1.0,,,1.0,29.0,,118.0,190.0
kevin-nicholl,Kevin Nicholl,P,,,2.0,,,,,,,,1.0,,14.0,
logan-call,Logan Call,P,,,2.0,1.0,,1.0,,,4.0,,1.0,,69.0,3.0
luke-marks,Luke Marks,P,1.0,,2.0,3.0,,,1.0,,2.0,,3.0,,17.0,21.0
max-sheppard,Max Sheppard,P,2.0,1.0,23.0,17.0,,3.0,3.0,2.0,,,21.0,4.0,200.0,155.0
michael-dillard,Michael Dillard,P,1.0,1.0,12.0,11.0,,,,,,,12.0,1.0,15.0,106.0
mikey-obrien,Mikey O\'Brien,P,2.0,,12.0,10.0,1.0,1.0,1.0,,,,11.0,1.0,80.0,27.0
nico-ranabhat,Nico Ranabhat,P,,,6.0,4.0,,,,,,1.0,5.0,1.0,74.0,-11.0
pete-zaccardi,Pete Zaccardi,P,1.0,1.0,17.0,23.0,,1.0,,,15.0,,24.0,1.0,105.0,111.0
sam-stark,Sam Stark,P,1.0,2.0,3.0,3.0,,1.0,,1.0,,,3.0,,25.0,82.0
sterling-knoche,Sterling Knoche,P,2.0,,10.0,6.0,1.0,2.0,,,,,7.0,1.0,148.0,69.0
steve-mogielski,Steve Mogielski,P,1.0,,19.0,19.0,,,2.0,,,,21.0,2.0,46.0,84.0
ted-schewe,Ted Schewe,P,,,20.0,20.0,,1.0,2.0,2.0,,,22.0,2.0,131.0,228.0
thomas-coolidge,Thomas Coolidge,P,1.0,,15.0,15.0,,1.0,1.0,,,,15.0,,72.0,50.0
thomas-hansen,Thomas Hansen,P,,,3.0,3.0,,,,,,,3.0,,5.0,18.0
victor-luo,Victor Luo,P,2.0,,22.0,20.0,,2.0,1.0,1.0,1.0,,22.0,1.0,139.0,193.0
wyatt-brooks,Wyatt Brooks,P,,,10.0,7.0,,1.0,,,,,9.0,2.0,134.0,54.0
