player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
austin-mack,Austin Mack,WR,,,,,,,0.0,58.0,5.0,,,
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,1.0,45.0,6.0,0.0,77.0,
brendan-oleary-orange,Brendan O\'LEARY-ORANGE,WR,,,,,,,0.0,22.0,1.0,,,
bryce-perkins,Bryce Perkins,QB,,,,,,,,,,0.0,23.0,
cody-fajardo,Cody FAJARDO,QB,,,0.0,1.0,267.0,,,,,0.0,12.0,
cole-snyder,Cole SNYDER,QB,,,,,,,,,,1.0,3.0,
dante-daniels,Dante DANIELS,,,,,,,,0.0,51.0,2.0,,,
edm-dst,EDM DST,DST,,,,,,18.0,,,,,,3.0
edm-k,EDM K,K,2.0,15.0,,,,,,,,,,
edm-qb,EDM QB,QB,,,0.0,1.0,267.0,,,,,1.0,15.0,
gabe-wallace,Gabe WALLACE,OL,,,,,,,,,,0.0,3.0,
gavin-cobb,Gavin COBB,WR,,,,,,,0.0,26.0,2.0,,,
javon-leake,Javon LEAKE,RB,,,,,,,0.0,15.0,1.0,,,
joey-corcoran,Joey CORCORAN,WR,,,,,,,0.0,9.0,1.0,,,
joshua-cephus,Joshua Cephus,WR,,,,,,,0.0,51.0,6.0,,,
justin-rankin,Justin Rankin,RB,,,,,,,0.0,9.0,3.0,1.0,106.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,0.0,84.0,6.0,,,
nic-demski,Nic DEMSKI,WR,,,,,,,0.0,92.0,6.0,,,
sergio-castillo,Sergio CASTILLO,K,2.0,53.0,,,,,,,,,,
tj-luther,T.J. Luther,WR,,,,,,,1.0,28.0,3.0,,,
tim-white,Tim WHITE,WR,,,,,,,1.0,55.0,5.0,,,
tommy-nield,Tommy Nield,WR,,,,,,,0.0,12.0,2.0,,,
vincent-blanchard,Vincent Blanchard,K,2.0,15.0,,,,,,,,,,
wpg-dst,WPG DST,DST,,,,,,23.0,,,,,,
wpg-k,WPG K,K,2.0,53.0,,,,,,,,,,
wpg-qb,WPG QB,QB,,,0.0,2.0,290.0,,,,,0.0,26.0,
zach-collaros,Zach COLLAROS,QB,,,0.0,2.0,290.0,,,,,0.0,3.0,
