player_id,player_name,positions,def_sack,def_solo,def_tot,def_ydsl,pass_att,pass_cmp,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
davaris-daniels,DaVaris DANIELS,WR,,,,,,,,,,,,,5.0,7.0,1.0,48.0,126.0,,,,,,,,,,1.0,1.0,8.0,,1.0,,,,,,
dan-lefevour,Dan LeFevour,QB,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,
devier-posey,DeVier Posey,WR,,,,,,,,,,,,12.0,1.0,1.0,,4.0,12.0,21.0,6.0,,,101.0,,,,,,,,,,,,,,,
derek-wiggan,Derek Wiggan,DB/DL,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deron-mayo,Deron Mayo,LB,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devin-smith,Devin Smith,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diontae-spencer,Diontae Spencer,WR,,,,,,,,,,,,,4.0,7.0,1.0,6.0,32.0,1.0,1.0,,,1.0,,,,,,1.0,6.0,,1.0,,,,,,
drew-tate,Drew Tate,QB,,,,,5.0,4.0,17.0,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,
drew-willy,Drew Willy,QB,,,,,31.0,26.0,25.0,33.0,6.0,2.0,215.0,,,,,,,,,,,,3.0,11.0,,19.0,,,,,,,,,,,
eric-martin,Eric Martin,LB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glenn-love,Glenn Love,LB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jagared-davis,Ja'Gared Davis,DB,3.0,6.0,6.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jake-reinhart,Jake Reinhart,LB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jermaine-gabriel,Jermaine Gabriel,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerome-messam,Jerome Messam,RB,,,,,,,,,,,,20.0,1.0,2.0,,20.0,20.0,,,,,,17.0,31.0,1.0,133.0,1.0,,8.0,1.0,1.0,,,,,,
joe-burnett,Joe Burnett,DB/LB,1.0,3.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josh-mitchell,Josh Mitchell,DB,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
justin-hickman,Justin Hickman,DE/DB,1.0,1.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kamar-jorden,Kamar Jorden,WR,,,,,,,,,,,,,8.0,11.0,1.0,28.0,117.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
kenny-shaw,Kenny Shaw,WR,,,,,,,,,,,,18.0,6.0,6.0,1.0,13.0,70.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
kyler-elsworth,Kyler Elsworth,LB,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemar-durant,Lemar Durant,WR,,1.0,1.0,,,,,,,,,8.0,1.0,1.0,,4.0,8.0,32.0,5.0,,,61.0,,,,,,,,,,,,,,,
lirim-hajrullahu,Lirim Hajrullahu,K,,,,,,,,,,,,,,,,,,68.0,4.0,5.0,113.0,247.0,,,,,,,8.0,,,2.0,2.0,41.0,8.0,2.0,2.0
llevi-noel,Llevi Noel,WR,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
marcus-alford,Marcus Alford,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marquay-mcdaniel,Marquay McDaniel,WR,,,,,,,,,,,,9.0,2.0,3.0,,5.0,12.0,,,,,,,,,,,,,,,,,,,,
marshall-mcfadden,Marshall McFadden,LB,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matt-black,Matt Black,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micah-johnson,Micah Johnson,DB/DL,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-paredes,René Paredes,K,,,,,,,,,,,,,,,,,,64.0,6.0,6.0,106.0,357.0,,,,,,,14.0,,,4.0,4.0,36.0,14.0,2.0,2.0
rob-cote,Rob Cote,RB,,,,,,,,,,,,,3.0,3.0,1.0,21.0,21.0,,,,,,7.0,11.0,,28.0,,1.0,6.0,,1.0,,,,,,
rob-maver,Rob Maver,K/P,,,,,,,,,,,,,,,,,,45.0,3.0,2.0,10.0,127.0,,,,,,,,,,,,,,,
roy-finch,Roy Finch,RB,,,,,,,,,,,,,,,,,,30.0,2.0,,,40.0,1.0,5.0,,5.0,,,,,,,,,,,
shawn-lemon,Shawn Lemon,DE/DB/DL,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simon-charbonneau-campeau,Simon Charbonneau-Campeau,WR,,,,,,,,,,,,4.0,2.0,3.0,,6.0,8.0,,,,,,,,,,,,,,,,,,,,
spencer-wilson,Spencer Wilson,OL,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thomas-gordon,Thomas Gordon,LB,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tommie-campbell,Tommie Campbell,DB,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
