player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
ante-milanovic-litre,Ante MILANOVIC-LITRE,RB,,,,,,,,0.0,5.0,1.0,0.0,8.0,
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,0.0,0.0,0.0,0.0,62.0,
carlton-agudosi,Carlton Agudosi,WR,,,,,,,,0.0,0.0,0.0,,,
chris-osei-kusi,Chris Osei-Kusi,WR,,,,,,,,0.0,9.0,1.0,,,
dalton-schoen,Dalton SCHOEN,WR,,,,,,,,1.0,146.0,4.0,,,
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,,0.0,5.0,1.0,,,
dru-brown,Dru BROWN,QB,,,,,,,,,,,1.0,7.0,
edm-dst,EDM DST,DST,,,2.0,,,,24.0,,,,,,0.0
edm-qb,EDM QB,QB,,0.0,,,0.0,0.0,,,,,,,
johnny-augustine,Johnny AUGUSTINE,RB,,,,,,,,,,,0.0,15.0,
marc-liegghio,Marc LIEGGHIO,K,20.0,,,0.0,,,,,,,,,
mike-jones,Mike Jones,RB/WR,,,,,,,,0.0,34.0,2.0,,,
nick-arbuckle,Nick ARBUCKLE,QB,,0.0,,,0.0,47.0,,,,,,,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,1.0,37.0,2.0,,,
sergio-castillo,Sergio CASTILLO,K,123.0,,,1.0,,,,,,,,,
taylor-cornelius,Taylor Cornelius,QB,,1.0,,,0.0,270.0,,,,,0.0,59.0,
wpg-dst,WPG DST,DST,,,1.0,,,,10.0,,,,,,5.0
wpg-qb,WPG QB,QB,,0.0,,,0.0,0.0,,,,,,,
walter-fletcher,Walter FLETCHER,RB,,,,,,,,0.0,8.0,1.0,0.0,5.0,
zach-collaros,Zach COLLAROS,QB,,2.0,,,2.0,188.0,,,,,,,
