player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
ad-hales,AD Hales,,7.0,2.0,1.0,2.0,10.0,0.0,,,,,,,1.0
je-taylor,JE Taylor,,,,,,,,6.0,0.0,0.0,10.0,0.0,0.0,1.0
jm-bairstow,JM Bairstow,,7.0,1.0,1.0,1.0,9.0,0.0,,,,,,,1.0
jo-holder,JO Holder,,,,,,,,8.0,0.0,0.0,11.0,0.0,2.0,1.0
