player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aiden-oldenburg,Aiden Oldenburg,,1.0,1.0,0.0,8.0,3.0
ben-richardson,Ben Richardson,,1.0,1.0,0.0,8.0,3.0
benoît-schwarz,Benoît Schwarz,,0.0,1.0,1.0,3.0,8.0
daniel-casper,Daniel Casper,,1.0,1.0,0.0,8.0,3.0
kim-schwaller,Kim Schwaller,,0.0,1.0,1.0,3.0,8.0
luc-violette,Luc Violette,,1.0,1.0,0.0,8.0,3.0
pablo-lachat,Pablo Lachat,,0.0,1.0,1.0,3.0,8.0
rich-ruohonen,Rich Ruohonen,,1.0,1.0,0.0,8.0,3.0
sven-michel,Sven Michel,,0.0,1.0,1.0,3.0,8.0
yannick-schwaller,Yannick Schwaller,,0.0,1.0,1.0,3.0,8.0
